SLAMBench Report run started:	2018-02-18 01:24:21

Properties:
=================

frame-limit: 0
log-file: out_paper//violons_libkfusion-cuda_rgbd_dataset_freiburg2_xyz.log
input: datasets/TUM/freiburg2/rgbd_dataset_freiburg2_xyz.slam
load-library: build/lib/libkfusion-cuda-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
Depth-intrinsics-parameters: 0.9075,1.212083,0.4825,0.52708
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.8139063,1.085417,0.5079687,0.5202
RGB-intrinsics-parameters: 0.8139063,1.085417,0.5079687,0.5202
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	1311867170.4622900486	0.0582520030	0.0582520030	0.0582520030	-nan	0.0079590000	0.0004370000	0.0005210000	0.0000050000	0.0000010000	0.0022690000	22194645	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
2	1311867170.4941389561	0.0599970818	0.0591245424	0.0599970818	0.0035989983	0.0022090000	0.0004500000	0.0005130000	0.0000040000	0.0000010000	0.0007370000	34781533	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
3	1311867170.5264289379	0.0615839623	0.0599443490	0.0615839623	0.0081929692	0.0041980000	0.0006030000	0.0005700000	0.0000150000	0.0000020000	0.0011250000	34785653	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
4	1311867170.5623490810	0.0628964603	0.0606823768	0.0628964603	0.0105670472	0.0048250000	0.0005820000	0.0005910000	0.0000140000	0.0000230000	0.0017540000	34789837	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
5	1311867170.5942170620	0.0609257706	0.0607310556	0.0628964603	0.0111246966	0.0076730000	0.0006260000	0.0031330000	0.0000150000	0.0000130000	0.0026080000	34793837	96830484	509673472	4.0031237602	3.9974739552	3.9970715046
6	1311867170.6260869503	0.0606061891	0.0607102445	0.0628964603	0.0110246630	0.0070020000	0.0004760000	0.0046840000	0.0000000000	0.0000060000	0.0011700000	34798309	96830484	509673472	4.0016183853	3.9956717491	3.9953823090
7	1311867170.6621398926	0.0602248944	0.0606409088	0.0628964603	0.0105576308	0.0055070000	0.0004260000	0.0031330000	0.0000050000	0.0000040000	0.0014060000	34802149	96830484	509673472	4.0018339157	3.9940984249	3.9936194420
8	1311867170.6942050457	0.0600368455	0.0605654009	0.0628964603	0.0100586598	0.0073080000	0.0005150000	0.0047630000	0.0000010000	0.0000070000	0.0012270000	34805765	96830484	509673472	4.0011434555	3.9931440353	3.9919631481
9	1311867170.7263879776	0.0608400255	0.0605959147	0.0628964603	0.0100336623	0.0071300000	0.0005080000	0.0033290000	0.0000080000	0.0000080000	0.0022770000	34810205	96830484	509673472	4.0015687943	3.9936788082	3.9908602238
10	1311867170.7620189190	0.0603617802	0.0605725013	0.0628964603	0.0098656895	0.0075960000	0.0005080000	0.0048410000	0.0000000000	0.0000080000	0.0012520000	34815645	96830484	509673472	3.9995110035	3.9909105301	3.9892902374
