SLAMBench Report run started:	2018-02-18 01:33:18

Properties:
=================

frame-limit: 0
log-file: out_paper//violons_libinfinitam-cuda_rgbd_dataset_freiburg2_rpy.log
input: datasets/TUM/freiburg2/rgbd_dataset_freiburg2_rpy.slam
load-library: build/lib/libinfinitam-cuda-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
Depth-intrinsics-parameters: 0.9075,1.212083,0.4825,0.52708
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.8139063,1.085417,0.5079687,0.5202
RGB-intrinsics-parameters: 0.8139063,1.085417,0.5079687,0.5202
trackerType: ICP
depthTrackerICPThreshold: 0.01
depthTrackerTerminationThreshold: 0.001
voxelSize: 0.005
viewFrustum_min: 0.2
viewFrustum_max: 3
mu: 0.02
trackingRegime: B,B,R,R,R
noICPRunTillLevel: 0
maxW: 100
useSwapping: false
useBilateralFilter: false
useApproximateRaycast: false
modelSensorNoise: false
skipPoints: true
stopIntegratingAtMaxW: false

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	1311867718.6419320107	0.0019026520	0.0019026520	0.0019026520	-nan	0.0231460000	23446397	955859216	1375797248	-0.0000000000	0.0000000000	-0.0000000000
2	1311867718.6768438816	0.0027237353	0.0023131936	0.0027237353	0.0021631627	0.0039780000	36030549	955859216	1373700096	0.0005165687	-0.0010969677	0.0001808407
3	1311867718.7114279270	0.0032015231	0.0026093035	0.0032015231	0.0034764563	0.0035850000	36033869	955859216	1373700096	0.0005427790	-0.0010956122	0.0002245010
4	1311867718.7410299778	0.0041534118	0.0029953305	0.0041534118	0.0042836118	0.0035640000	36037029	955859216	1373700096	0.0010230482	-0.0015515424	0.0003019936
5	1311867718.7767970562	0.0055195354	0.0035001715	0.0055195354	0.0043315304	0.0035590000	36040397	955859216	1373700096	0.0021228199	-0.0026199964	0.0001477610
6	1311867718.8094089031	0.0056029493	0.0038506345	0.0056029493	0.0041675478	0.0027940000	36044069	955859216	1373700096	0.0020333331	-0.0026798677	0.0002588151
7	1311867718.8408079147	0.0062577589	0.0041945094	0.0062577589	0.0038573067	0.0024240000	36046885	955859216	1373700096	0.0026878614	-0.0024248944	0.0003464787
8	1311867718.8767778873	0.0070267227	0.0045485361	0.0070267227	0.0036745977	0.0036210000	36049869	955859216	1373700096	0.0029782981	-0.0028183113	0.0004539220
9	1311867718.9088680744	0.0079898117	0.0049309000	0.0079898117	0.0035500021	0.0037030000	36053453	955859216	1373700096	0.0037092457	-0.0027837222	0.0006467429
10	1311867718.9438331127	0.0086698057	0.0053047906	0.0086698057	0.0033961494	0.0029590000	36058037	955859216	1373700096	0.0044340785	-0.0028026388	0.0010421835
11	1311867718.9784109592	0.0095560178	0.0056912658	0.0095560178	0.0033684351	0.0025350000	36061021	955859216	1373700096	0.0048617758	-0.0037261229	0.0012528754
12	1311867719.0091300011	0.0099234497	0.0060439478	0.0099234497	0.0032156027	0.0025310000	36063781	955859216	1373700096	0.0048085144	-0.0041651218	0.0013782058
13	1311867719.0441620350	0.0108152879	0.0064109740	0.0108152879	0.0031145882	0.0036710000	36066765	955859216	1373700096	0.0055956277	-0.0042344751	0.0016281628
14	1311867719.0776190758	0.0118946210	0.0068026630	0.0118946210	0.0031016325	0.0037050000	36069693	955859216	1373700096	0.0065762182	-0.0046565877	0.0017765030
15	1311867719.1086950302	0.0124980453	0.0071823552	0.0124980453	0.0029918885	0.0037120000	36072565	955859216	1373700096	0.0069167614	-0.0050507430	0.0020173236
16	1311867719.1437010765	0.0134292524	0.0075727863	0.0134292524	0.0029027332	0.0037590000	36075493	955859216	1373700096	0.0076477472	-0.0050778706	0.0022310587
17	1311867719.1810290813	0.0144238928	0.0079757925	0.0144238928	0.0028869795	0.0031240000	36080013	955859216	1373700096	0.0082663372	-0.0055756662	0.0025800329
18	1311867719.2127099037	0.0148656759	0.0083585638	0.0148656759	0.0028211300	0.0038470000	36086085	955859216	1373700096	0.0084172012	-0.0059015416	0.0028517907
19	1311867719.2412090302	0.0156941656	0.0087446481	0.0156941656	0.0027989776	0.0038180000	36088845	955859216	1373700096	0.0087053925	-0.0063784411	0.0030916058
20	1311867719.2779469490	0.0170029998	0.0091575657	0.0170029998	0.0031191422	0.0030080000	36091773	955859216	1373700096	0.0094133904	-0.0066762329	0.0032736238
21	1311867719.3104898930	0.0180220250	0.0095796828	0.0180220250	0.0030981671	0.0026210000	36094701	955859216	1373700096	0.0101769157	-0.0067518721	0.0034051207
22	1311867719.3413150311	0.0193861760	0.0100254325	0.0193861760	0.0032176732	0.0026300000	36097573	955859216	1373700096	0.0111316433	-0.0071418476	0.0034846759
23	1311867719.3772718906	0.0210309550	0.0105039335	0.0210309550	0.0032547761	0.0026270000	36100501	955859216	1373700096	0.0122021660	-0.0079104258	0.0034753359
24	1311867719.4105761051	0.0215934068	0.0109659949	0.0215934068	0.0032102265	0.0026580000	36103429	955859216	1373700096	0.0124854166	-0.0081581054	0.0034877392
25	1311867719.4427709579	0.0226466097	0.0114332195	0.0226466097	0.0032955607	0.0024250000	36106357	955859216	1373700096	0.0133510819	-0.0086136088	0.0035936132
26	1311867719.4787840843	0.0232513230	0.0118877619	0.0232513230	0.0033752339	0.0023990000	36109285	955859216	1373700096	0.0132283363	-0.0100220423	0.0035407848
27	1311867719.5104370117	0.0230137911	0.0122998371	0.0232513230	0.0035823890	0.0038630000	36112157	955859216	1373700096	0.0125852674	-0.0103879664	0.0036519775
28	1311867719.5449650288	0.0236991514	0.0127069554	0.0236991514	0.0036172016	0.0039470000	36115085	955859216	1373700096	0.0126762409	-0.0101475734	0.0039986526
29	1311867719.5771939754	0.0249622762	0.0131295527	0.0249622762	0.0036259418	0.0039540000	36118013	955859216	1373700096	0.0133514991	-0.0108827315	0.0040466841
30	1311867719.6112511158	0.0255258065	0.0135427612	0.0255258065	0.0035854062	0.0030580000	36120941	955859216	1373700096	0.0132163679	-0.0112194046	0.0043078773
31	1311867719.6421909332	0.0261473767	0.0139493617	0.0261473767	0.0035413405	0.0039110000	36123757	955859216	1373700096	0.0135908565	-0.0106682731	0.0046822852
32	1311867719.6770479679	0.0270536561	0.0143588709	0.0270536561	0.0034900767	0.0037740000	36126741	955859216	1373700096	0.0138303619	-0.0110401129	0.0051478301
33	1311867719.7107939720	0.0278889351	0.0147688728	0.0278889351	0.0034405633	0.0027100000	36132685	955859216	1373700096	0.0142760333	-0.0107057504	0.0056497785
34	1311867719.7442650795	0.0289763063	0.0151867385	0.0289763063	0.0033957438	0.0026750000	36141957	955859216	1373700096	0.0150811756	-0.0100084031	0.0061886781
35	1311867719.7861878872	0.0304657966	0.0156232830	0.0304657966	0.0033719840	0.0026830000	36145165	955859216	1373700096	0.0157590974	-0.0103698708	0.0066406922
36	1311867719.8099169731	0.0313633010	0.0160605057	0.0313633010	0.0033386776	0.0038900000	36147757	955859216	1373700096	0.0160681847	-0.0108224731	0.0070284549
37	1311867719.8454990387	0.0328110382	0.0165132228	0.0328110382	0.0034008613	0.0039090000	36150741	955859216	1373700096	0.0168576278	-0.0118152155	0.0070691654
38	1311867719.8771090508	0.0327986516	0.0169417867	0.0328110382	0.0033580270	0.0039420000	36153613	955859216	1373700096	0.0166676175	-0.0120168673	0.0073749176
39	1311867719.9114089012	0.0345015228	0.0173920364	0.0345015228	0.0033497619	0.0031220000	36156597	955859216	1373700096	0.0177267678	-0.0124624185	0.0076786280
40	1311867719.9461970329	0.0354840606	0.0178443370	0.0354840606	0.0033129384	0.0039460000	36159525	955859216	1373700096	0.0183954667	-0.0133100236	0.0080101816
41	1311867719.9807810783	0.0374720134	0.0183230608	0.0374720134	0.0032932746	0.0031100000	36162453	955859216	1373700096	0.0196984652	-0.0139890471	0.0080927163
