SLAMBench Report run started:	2018-02-18 11:02:35

Properties:
=================

frame-limit: 0
log-file: out_paper//violons_libkfusion-cpp_living_room_traj2_loop.log
input: datasets/ICL_NUIM/living_room_traj2_loop.slam
load-library: build/lib/libkfusion-cpp-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	0.0000000000	0.0000002980	0.0000002980	0.0000002980	-nan	1.0411020000	0.1798490000	0.0281160000	0.0773870000	0.0000020000	0.7556700000	106006334	0	402718720	4.0000000000	4.0000000000	4.0000000000
2	0.0400000000	0.0010032422	0.0005017701	0.0010032422	0.0033378911	0.2863740000	0.1790780000	0.0260190000	0.0767090000	0.0000010000	0.0045400000	112894947	0	402718720	4.0000000000	4.0000000000	4.0000000000
3	0.0800000000	0.0055015511	0.0021683638	0.0055015511	0.0047728699	0.2863230000	0.1790970000	0.0260230000	0.0766250000	0.0000000000	0.0045470000	112898115	0	402718720	4.0000000000	4.0000000000	4.0000000000
4	0.1200000000	0.0036504185	0.0025388775	0.0055015511	0.0040723129	1.0183670000	0.1788050000	0.0260400000	0.0767110000	0.7322300000	0.0045510000	112901291	0	402718720	4.0000000000	4.0000000000	4.0000000000
5	0.1600000000	0.0021276572	0.0024566334	0.0055015511	0.0048987944	1.8792860000	0.1788290000	0.1461630000	0.0774370000	0.7291040000	0.7477190000	112904451	0	402718720	3.9957129955	4.0020360947	4.0009112358
6	0.2000000000	0.0021158110	0.0023998297	0.0055015511	0.0043899454	0.6313120000	0.1032100000	0.0480570000	0.0000010000	0.4780890000	0.0019220000	112908027	0	402718720	3.9965538979	4.0017571449	4.0000624657
7	0.2400000000	0.0020491821	0.0023497372	0.0055015511	0.0040164420	0.6667050000	0.1033470000	0.0481330000	0.0357020000	0.4775670000	0.0019200000	112910803	0	402718720	3.9963860512	4.0014791489	4.0003576279
8	0.2800000000	0.0021295445	0.0023222131	0.0055015511	0.0037227656	0.6312550000	0.1031870000	0.0481590000	0.0000010000	0.4779580000	0.0019140000	112913579	0	402718720	3.9949586391	4.0019369125	4.0002703667
9	0.3200000000	0.0021676212	0.0023050362	0.0055015511	0.0035287190	1.1461410000	0.1032690000	0.0456890000	0.0358000000	0.4776640000	0.4836770000	112917123	0	402718720	3.9930224419	4.0012898445	4.0003123283
10	0.3600000000	0.0022070820	0.0022952408	0.0055015511	0.0033889795	0.6284320000	0.1031390000	0.0457330000	0.0000010000	0.4776030000	0.0019160000	112921499	0	402718720	3.9929070473	4.0026335716	4.0009012222
