SLAMBench Report run started:	2018-02-18 01:22:06

Properties:
=================

frame-limit: 0
log-file: out_paper//violons_libkfusion-cuda_living_room_traj0_loop.log
input: datasets/ICL_NUIM/living_room_traj0_loop.slam
load-library: build/lib/libkfusion-cuda-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	0.0000000000	0.0000001192	0.0000001192	0.0000001192	-nan	0.0084830000	0.0007670000	0.0006460000	0.0000230000	0.0000030000	0.0065420000	12691069	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
2	0.0400000000	0.0071111759	0.0035556476	0.0071111759	0.0073250057	0.0024930000	0.0006480000	0.0005970000	0.0000160000	0.0000010000	0.0011030000	13087421	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
3	0.0800000000	0.0160688832	0.0077267261	0.0160688832	0.0105653904	0.0025590000	0.0006590000	0.0006370000	0.0000150000	0.0000020000	0.0011060000	13090589	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
4	0.1200000000	0.0069097765	0.0075224887	0.0160688832	0.0105835547	0.0032380000	0.0006610000	0.0006180000	0.0000160000	0.0000220000	0.0017780000	13093765	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
5	0.1600000000	0.0087672304	0.0077714371	0.0160688832	0.0110947769	0.0068380000	0.0006800000	0.0031290000	0.0000160000	0.0000140000	0.0028440000	13096925	96830484	509673472	4.0003604889	4.0041589737	3.9997618198
6	0.2000000000	0.0087729022	0.0079383479	0.0160688832	0.0099842573	0.0052310000	0.0006870000	0.0027780000	0.0000020000	0.0000160000	0.0015910000	13100501	96830484	509673472	4.0005397797	3.9986739159	4.0006165504
7	0.2400000000	0.0089619178	0.0080845722	0.0160688832	0.0091709159	0.0058100000	0.0006410000	0.0030900000	0.0000150000	0.0000140000	0.0018980000	13103277	96830484	509673472	4.0003643036	3.9985852242	4.0004940033
8	0.2800000000	0.0086609768	0.0081566228	0.0160688832	0.0085533520	0.0049970000	0.0006590000	0.0025490000	0.0000020000	0.0000170000	0.0016020000	13106053	96830484	509673472	4.0010018349	4.0011548996	4.0005350113
9	0.3200000000	0.0086934324	0.0082162683	0.0160688832	0.0080191422	0.0066340000	0.0006580000	0.0029280000	0.0000180000	0.0000150000	0.0028300000	13109597	96830484	509673472	4.0009446144	4.0011129379	4.0001001358
10	0.3600000000	0.0088480115	0.0082794426	0.0160688832	0.0075715801	0.0056870000	0.0006460000	0.0032620000	0.0000010000	0.0000160000	0.0015900000	13113973	96830484	509673472	4.0023875237	3.9998791218	4.0002794266
11	0.4000000000	0.0089143980	0.0083371658	0.0160688832	0.0072054835	0.0052840000	0.0005550000	0.0029260000	0.0000100000	0.0000090000	0.0016640000	13116749	96830484	509673472	4.0022621155	3.9993748665	4.0004630089
12	0.4400000000	0.0089349160	0.0083869783	0.0160688832	0.0068920107	0.0060440000	0.0006590000	0.0035590000	0.0000020000	0.0000160000	0.0016120000	13119525	96830484	509673472	4.0025334358	3.9998528957	3.9999468327
13	0.4800000000	0.0089761754	0.0084323012	0.0160688832	0.0067033955	0.0070160000	0.0006630000	0.0032610000	0.0000160000	0.0000140000	0.0028590000	13122301	96830484	509673472	4.0026526451	4.0015053749	3.9993929863
14	0.5200000000	0.0089722145	0.0084708664	0.0160688832	0.0065182570	0.0057410000	0.0006570000	0.0032540000	0.0000020000	0.0000160000	0.0016030000	13125077	96830484	509673472	4.0027189255	4.0024609566	3.9992070198
15	0.5600000000	0.0089669544	0.0085039390	0.0160688832	0.0062908492	0.0063620000	0.0006420000	0.0035600000	0.0000160000	0.0000140000	0.0019180000	13127853	96830484	509673472	4.0029129982	4.0031347275	3.9986879826
16	0.6000000000	0.0090229688	0.0085363783	0.0160688832	0.0060791975	0.0050150000	0.0005570000	0.0029310000	0.0000010000	0.0000100000	0.0013760000	13130629	96830484	509673472	4.0029554367	4.0030107498	3.9984185696
17	0.6400000000	0.0090527842	0.0085667551	0.0160688832	0.0058997725	0.0068410000	0.0006380000	0.0030960000	0.0000150000	0.0000150000	0.0028510000	13134941	96830484	509673472	4.0021624565	4.0036859512	3.9978315830
18	0.6800000000	0.0092091998	0.0086024465	0.0160688832	0.0057496339	0.0051050000	0.0006400000	0.0026190000	0.0000020000	0.0000150000	0.0016060000	13140917	96830484	509673472	4.0025978088	4.0049710274	3.9975540638
19	0.7200000000	0.0092688277	0.0086375192	0.0160688832	0.0057176881	0.0053510000	0.0005550000	0.0029490000	0.0000100000	0.0000100000	0.0016760000	13143693	96830484	509673472	4.0038008690	4.0054731369	3.9974598885
20	0.7600000000	0.0093655260	0.0086739196	0.0160688832	0.0055670053	0.0045860000	0.0005550000	0.0024870000	0.0000020000	0.0000100000	0.0013780000	13146469	96830484	509673472	4.0043582916	4.0055823326	3.9969880581
21	0.8000000000	0.0094021130	0.0087085954	0.0160688832	0.0054260836	0.0073580000	0.0006410000	0.0035780000	0.0000150000	0.0000140000	0.0028740000	13149245	96830484	509673472	4.0034465790	4.0064196587	3.9972102642
22	0.8400000000	0.0096052364	0.0087493518	0.0160688832	0.0052954996	0.0053590000	0.0006420000	0.0028030000	0.0000020000	0.0000160000	0.0016590000	13152021	96830484	509673472	4.0031509399	4.0063815117	3.9969267845
23	0.8800000000	0.0094864415	0.0087813992	0.0160688832	0.0051738093	0.0053830000	0.0005530000	0.0029430000	0.0000100000	0.0000090000	0.0017000000	13154797	96830484	509673472	4.0037240982	4.0054364204	3.9970669746
24	0.9200000000	0.0096070161	0.0088157999	0.0160688832	0.0050637212	0.0046000000	0.0005540000	0.0024880000	0.0000010000	0.0000100000	0.0013790000	13157573	96830484	509673472	4.0044245720	4.0051822662	3.9973948002
25	0.9600000000	0.0096701179	0.0088499726	0.0160688832	0.0049637494	0.0066020000	0.0006370000	0.0028030000	0.0000140000	0.0000150000	0.0028740000	13160349	96830484	509673472	4.0056781769	4.0050964355	3.9977095127
26	1.0000000000	0.0096045723	0.0088789957	0.0160688832	0.0048655868	0.0053340000	0.0006390000	0.0028010000	0.0000020000	0.0000170000	0.0016100000	13163125	96830484	509673472	4.0052924156	4.0045461655	3.9974348545
27	1.0400000000	0.0095489519	0.0089038089	0.0160688832	0.0047759756	0.0065970000	0.0006890000	0.0037320000	0.0000160000	0.0000140000	0.0018830000	13165901	96830484	509673472	4.0054478645	4.0051455498	3.9975297451
28	1.0800000000	0.0094876885	0.0089246617	0.0160688832	0.0047055126	0.0052600000	0.0006050000	0.0031070000	0.0000010000	0.0000110000	0.0013640000	13168677	96830484	509673472	4.0072197914	4.0039138794	3.9976329803
29	1.1200000000	0.0094599277	0.0089431192	0.0160688832	0.0047738596	0.0073280000	0.0006420000	0.0035640000	0.0000170000	0.0000140000	0.0028310000	13171453	96830484	509673472	4.0084533691	4.0044536591	3.9976909161
30	1.1600000000	0.0095202159	0.0089623557	0.0160688832	0.0049254574	0.0050730000	0.0005790000	0.0029400000	0.0000020000	0.0000100000	0.0013650000	13174229	96830484	509673472	4.0077738762	4.0029931068	3.9979410172
31	1.2000000000	0.0095997611	0.0089829172	0.0160688832	0.0050156973	0.0060760000	0.0006430000	0.0032630000	0.0000150000	0.0000140000	0.0018740000	13177005	96830484	509673472	4.0100092888	4.0033454895	3.9981107712
32	1.2400000000	0.0096526761	0.0090038472	0.0160688832	0.0052975211	0.0057580000	0.0006400000	0.0032470000	0.0000020000	0.0000150000	0.0015810000	13179781	96830484	509673472	4.0117549896	4.0045742989	3.9984755516
33	1.2800000000	0.0096760010	0.0090242155	0.0160688832	0.0055436504	0.0070580000	0.0006410000	0.0032480000	0.0000180000	0.0000140000	0.0028470000	13185629	96830484	509673472	4.0115580559	4.0040292740	3.9992871284
34	1.3200000000	0.0097352564	0.0090451284	0.0160688832	0.0056844625	0.0053050000	0.0006380000	0.0030990000	0.0000010000	0.0000110000	0.0013600000	13194805	96830484	509673472	4.0111384392	4.0038509369	4.0000424385
35	1.3600000000	0.0098008718	0.0090667211	0.0160688832	0.0060333415	0.0059170000	0.0006470000	0.0030720000	0.0000150000	0.0000130000	0.0018720000	13197581	96830484	509673472	4.0113835335	4.0045242310	4.0006899834
