SLAMBench Report run started:	2018-02-18 01:22:27

Properties:
=================

frame-limit: 0
log-file: out_paper//violons_libkfusion-cuda_living_room_traj1_loop.log
input: datasets/ICL_NUIM/living_room_traj1_loop.slam
load-library: build/lib/libkfusion-cuda-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	0.0000000000	0.0000002853	0.0000002853	0.0000002853	-nan	0.0058500000	0.0005850000	0.0005630000	0.0000140000	0.0000020000	0.0044470000	12540621	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
2	0.0400000000	0.0004263568	0.0002133210	0.0004263568	0.0040680543	0.0022960000	0.0005940000	0.0005610000	0.0000160000	0.0000020000	0.0010200000	12740365	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
3	0.0800000000	0.0024013643	0.0009426688	0.0024013643	0.0044545561	0.0023570000	0.0005860000	0.0005620000	0.0000140000	0.0000020000	0.0010840000	12743533	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
4	0.1200000000	0.0017003767	0.0011320958	0.0024013643	0.0049657320	0.0027930000	0.0006430000	0.0005640000	0.0000140000	0.0000220000	0.0014430000	12746709	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
5	0.1600000000	0.0008905209	0.0010837808	0.0024013643	0.0044341422	0.0068420000	0.0005830000	0.0038750000	0.0000150000	0.0000150000	0.0022430000	12749869	96830484	509673472	4.0000133514	3.9995694160	4.0000009537
6	0.2000000000	0.0008925555	0.0010519099	0.0024013643	0.0040874857	0.0060930000	0.0005850000	0.0041050000	0.0000010000	0.0000150000	0.0012780000	12753445	96830484	509673472	4.0000443459	3.9984669685	3.9996931553
7	0.2400000000	0.0009212737	0.0010332476	0.0024013643	0.0037767942	0.0054400000	0.0005810000	0.0032160000	0.0000140000	0.0000140000	0.0015000000	12756221	96830484	509673472	4.0000247955	3.9983057976	3.9996023178
8	0.2800000000	0.0010177245	0.0010313072	0.0024013643	0.0035593415	0.0049500000	0.0005800000	0.0029780000	0.0000010000	0.0000160000	0.0012540000	12758997	96830484	509673472	4.0002617836	3.9996204376	4.0000276566
9	0.3200000000	0.0010306418	0.0010312333	0.0024013643	0.0033325978	0.0059080000	0.0005850000	0.0029680000	0.0000150000	0.0000140000	0.0021900000	12762541	96830484	509673472	4.0004601479	3.9996554852	4.0000720024
10	0.3600000000	0.0011195267	0.0010400626	0.0024013643	0.0031526510	0.0049470000	0.0005870000	0.0029530000	0.0000010000	0.0000150000	0.0012560000	12766917	96830484	509673472	4.0005083084	3.9990284443	3.9999022484
11	0.4000000000	0.0010719971	0.0010429658	0.0024013643	0.0029938753	0.0048380000	0.0005900000	0.0025550000	0.0000140000	0.0000150000	0.0014980000	12769693	96830484	509673472	4.0003881454	3.9995760918	4.0000905991
12	0.4400000000	0.0010249168	0.0010414617	0.0024013643	0.0028622442	0.0056930000	0.0006060000	0.0036360000	0.0000020000	0.0000150000	0.0012620000	12772469	96830484	509673472	4.0004501343	4.0003008842	4.0003972054
13	0.4800000000	0.0011125762	0.0010469320	0.0024013643	0.0027522012	0.0085060000	0.0005900000	0.0055080000	0.0000150000	0.0000140000	0.0022110000	12775245	96830484	509673472	4.0002908707	4.0009546280	4.0007076263
14	0.5200000000	0.0010822896	0.0010494576	0.0024013643	0.0027276101	0.0052140000	0.0005010000	0.0036020000	0.0000010000	0.0000110000	0.0010110000	12778021	96830484	509673472	4.0004348755	4.0009870529	4.0007882118
15	0.5600000000	0.0010702026	0.0010508406	0.0024013643	0.0027168827	0.0056630000	0.0005800000	0.0033820000	0.0000150000	0.0000140000	0.0014960000	12780797	96830484	509673472	4.0004868507	4.0010123253	4.0008840561
16	0.6000000000	0.0011199052	0.0010551571	0.0024013643	0.0026456645	0.0045620000	0.0005850000	0.0025240000	0.0000020000	0.0000150000	0.0012530000	12783573	96830484	509673472	4.0009765625	4.0009317398	4.0008077621
17	0.6400000000	0.0012319526	0.0010655568	0.0024013643	0.0025687162	0.0055600000	0.0005850000	0.0025400000	0.0000150000	0.0000130000	0.0022120000	12787885	96830484	509673472	4.0008697510	4.0009245872	4.0008525848
18	0.6800000000	0.0012718930	0.0010770200	0.0024013643	0.0025020911	0.0050100000	0.0005860000	0.0029630000	0.0000020000	0.0000150000	0.0012480000	12793861	96830484	509673472	4.0009841919	4.0001983643	4.0006084442
19	0.7200000000	0.0011871908	0.0010828184	0.0024013643	0.0025408235	0.0052080000	0.0005240000	0.0032140000	0.0000110000	0.0000090000	0.0013090000	12796637	96830484	509673472	4.0009002686	4.0001873970	4.0005221367
20	0.7600000000	0.0011708777	0.0010872214	0.0024013643	0.0026357444	0.0050950000	0.0006060000	0.0029770000	0.0000020000	0.0000160000	0.0012730000	12799413	96830484	509673472	4.0006680489	3.9999325275	4.0004420280
21	0.8000000000	0.0012415576	0.0010945707	0.0024013643	0.0027461987	0.0060310000	0.0005880000	0.0029730000	0.0000170000	0.0000130000	0.0022250000	12802189	96830484	509673472	4.0006694794	3.9998669624	4.0002851486
22	0.8400000000	0.0012328282	0.0011008552	0.0024013643	0.0027264513	0.0050820000	0.0005900000	0.0029980000	0.0000020000	0.0000150000	0.0012590000	12804965	96830484	509673472	4.0007185936	4.0000534058	4.0004005432
23	0.8800000000	0.0012368672	0.0011067687	0.0024013643	0.0027024888	0.0057720000	0.0005890000	0.0034290000	0.0000150000	0.0000130000	0.0015040000	12807741	96830484	509673472	4.0004849434	3.9998300076	4.0003304482
24	0.9200000000	0.0013181245	0.0011155752	0.0024013643	0.0026498581	0.0057270000	0.0005860000	0.0036420000	0.0000020000	0.0000160000	0.0012570000	12810517	96830484	509673472	4.0005636215	4.0000429153	4.0003299713
25	0.9600000000	0.0013126627	0.0011234587	0.0024013643	0.0025963924	0.0054520000	0.0005890000	0.0023890000	0.0000150000	0.0000140000	0.0022100000	12813293	96830484	509673472	4.0003504753	3.9999787807	4.0003352165
26	1.0000000000	0.0013838731	0.0011334747	0.0024013643	0.0025455669	0.0073900000	0.0005850000	0.0055090000	0.0000020000	0.0000150000	0.0011180000	12816069	96830484	509673472	4.0005517006	4.0003004074	4.0003790855
27	1.0400000000	0.0014678285	0.0011458581	0.0024013643	0.0025021747	0.0049070000	0.0005850000	0.0025450000	0.0000150000	0.0000140000	0.0015050000	12818845	96830484	509673472	4.0003247261	4.0003523827	4.0003652573
28	1.0800000000	0.0014613050	0.0011571241	0.0024013643	0.0024758671	0.0041340000	0.0005060000	0.0023810000	0.0000010000	0.0000120000	0.0010680000	12821621	96830484	509673472	4.0002403259	4.0002021790	4.0003981590
