SLAMBench Report run started:	2018-02-18 10:37:09

Properties:
=================

frame-limit: 0
log-file: out_paper//violons_libkfusion-cpp_living_room_traj0_loop.log
input: datasets/ICL_NUIM/living_room_traj0_loop.slam
load-library: build/lib/libkfusion-cpp-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	0.0000000000	0.0000001192	0.0000001192	0.0000001192	-nan	0.9999490000	0.1849090000	0.0279470000	0.0759390000	0.0000030000	0.7110390000	106164926	0	402718720	4.0000000000	4.0000000000	4.0000000000
2	0.0400000000	0.0071111759	0.0035556476	0.0071111759	0.0073250057	0.3038350000	0.1973290000	0.0260170000	0.0759180000	0.0000000000	0.0045300000	113250179	0	402718720	4.0000000000	4.0000000000	4.0000000000
3	0.0800000000	0.0160688832	0.0077267261	0.0160688832	0.0105653904	0.2913530000	0.1847370000	0.0261320000	0.0759110000	0.0000000000	0.0045340000	113253347	0	402718720	4.0000000000	4.0000000000	4.0000000000
4	0.1200000000	0.0069097765	0.0075224887	0.0160688832	0.0105835547	0.9945640000	0.1925650000	0.0260100000	0.0759660000	0.6954540000	0.0045310000	113256523	0	402718720	4.0000000000	4.0000000000	4.0000000000
5	0.1600000000	0.0087667275	0.0077713365	0.0160688832	0.0110948651	1.7852980000	0.1849780000	0.1253630000	0.0765620000	0.6877790000	0.7105740000	113259683	0	402718720	4.0003609657	4.0041584969	3.9997618198
6	0.2000000000	0.0088930950	0.0079582962	0.0160688832	0.0099833355	0.6269720000	0.1276860000	0.0483750000	0.0000000000	0.4489460000	0.0019210000	113263259	0	402718720	4.0005426407	3.9987919331	4.0005846024
7	0.2400000000	0.0089947172	0.0081063564	0.0160688832	0.0091706648	0.6370290000	0.1057380000	0.0458410000	0.0352620000	0.4482130000	0.0019310000	113266035	0	402718720	4.0003776550	3.9986178875	4.0004811287
8	0.2800000000	0.0089779021	0.0082152996	0.0160688832	0.0085523253	0.6150060000	0.1195940000	0.0453790000	0.0000010000	0.4480570000	0.0019260000	113268811	0	402718720	4.0010104179	4.0014657974	4.0004425049
9	0.3200000000	0.0089545501	0.0082974385	0.0160688832	0.0080187039	1.0993110000	0.1058420000	0.0554660000	0.0353060000	0.4481300000	0.4545140000	113272355	0	402718720	4.0009670258	4.0013694763	4.0000152588
10	0.3600000000	0.0091754040	0.0083852351	0.0160688832	0.0075716634	0.6189700000	0.1057350000	0.0578580000	0.0000010000	0.4526330000	0.0026920000	113276731	0	402718720	4.0024089813	4.0002012253	4.0001807213
11	0.4000000000	0.0092245769	0.0084615389	0.0160688832	0.0072053832	0.7126030000	0.1344200000	0.0745690000	0.0444490000	0.4571870000	0.0019300000	113279507	0	402718720	4.0023021698	3.9996802807	4.0003638268
12	0.4400000000	0.0093334951	0.0085342019	0.0160688832	0.0068918608	0.6129130000	0.1059680000	0.0555160000	0.0000010000	0.4494480000	0.0019310000	113282283	0	402718720	4.0025787354	4.0002465248	3.9998211861
13	0.4800000000	0.0092639755	0.0085903383	0.0160688832	0.0067038797	1.1068480000	0.1091610000	0.0589400000	0.0348210000	0.4487750000	0.4550960000	113285059	0	402718720	4.0026950836	4.0017895699	3.9992957115
14	0.5200000000	0.0092736362	0.0086391453	0.0160688832	0.0065179718	0.6145470000	0.1059140000	0.0579670000	0.0000010000	0.4486760000	0.0019360000	113287835	0	402718720	4.0027508736	4.0027585030	3.9991116524
15	0.5600000000	0.0092612300	0.0086806176	0.0160688832	0.0062904905	0.6565480000	0.1057700000	0.0650010000	0.0353280000	0.4484620000	0.0019330000	113290611	0	402718720	4.0029397011	4.0034251213	3.9985945225
16	0.6000000000	0.0093297996	0.0087211915	0.0160688832	0.0060789093	0.6114970000	0.1056890000	0.0553630000	0.0000000000	0.4484620000	0.0019290000	113293387	0	402718720	4.0029802322	4.0033140182	3.9983277321
17	0.6400000000	0.0093143089	0.0087560808	0.0160688832	0.0058993499	1.0996440000	0.1057860000	0.0553780000	0.0352640000	0.4485660000	0.4545900000	113297699	0	402718720	4.0021824837	4.0039443970	3.9977533817
18	0.6800000000	0.0094567277	0.0087950056	0.0160688832	0.0057494188	0.6025930000	0.1058470000	0.0458610000	0.0000000000	0.4488910000	0.0019350000	113303675	0	402718720	4.0026183128	4.0052161217	3.9974815845
19	0.7200000000	0.0094302874	0.0088284415	0.0160688832	0.0057144288	0.6567890000	0.1145800000	0.0581110000	0.0353580000	0.4467420000	0.0019370000	113306451	0	402718720	4.0038194656	4.0056333542	3.9974064827
20	0.7600000000	0.0095038619	0.0088622125	0.0160688832	0.0055638433	0.6041230000	0.1059120000	0.0480290000	0.0000000000	0.4481880000	0.0019320000	113309227	0	402718720	4.0043606758	4.0057182312	3.9969446659
21	0.8000000000	0.0095046833	0.0088928063	0.0160688832	0.0054229898	1.1009620000	0.1031280000	0.0549420000	0.0352620000	0.4504870000	0.4570800000	113312003	0	402718720	4.0034151077	4.0065183640	3.9971866608
22	0.8400000000	0.0097127324	0.0089300757	0.0160688832	0.0052924464	0.6087880000	0.1061120000	0.0482510000	0.0000010000	0.4524240000	0.0019370000	113314779	0	402718720	4.0030841827	4.0064840317	3.9969151020
23	0.8800000000	0.0096084243	0.0089595691	0.0160688832	0.0051708165	0.6474770000	0.1034260000	0.0549380000	0.0344820000	0.4526280000	0.0019380000	113317555	0	402718720	4.0035991669	4.0055513382	3.9970743656
24	0.9200000000	0.0097360928	0.0089919243	0.0160688832	0.0050608833	0.6071380000	0.1063530000	0.0459770000	0.0000000000	0.4528120000	0.0019310000	113320331	0	402718720	4.0043063164	4.0053038597	3.9973998070
25	0.9600000000	0.0098110326	0.0090246886	0.0160688832	0.0049609048	1.0989850000	0.1064610000	0.0459950000	0.0353660000	0.4525070000	0.4585850000	113323107	0	402718720	4.0055928230	4.0052309036	3.9976959229
26	1.0000000000	0.0097867167	0.0090539974	0.0160688832	0.0048627339	0.6140890000	0.1067110000	0.0484810000	0.0000000000	0.4561420000	0.0026760000	113325883	0	402718720	4.0052080154	4.0047221184	3.9974107742
