SLAMBench Report run started:	2018-02-18 01:22:46

Properties:
=================

frame-limit: 0
log-file: out_paper//violons_libkfusion-cuda_living_room_traj3_loop.log
input: datasets/ICL_NUIM/living_room_traj3_loop.slam
load-library: build/lib/libkfusion-cuda-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	0.0000000000	0.0000002920	0.0000002920	0.0000002920	-nan	0.0032300000	0.0004470000	0.0005070000	0.0000060000	0.0000010000	0.0021300000	12665325	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
2	0.0400000000	0.0040127714	0.0020065317	0.0040127714	0.0032323198	0.0023780000	0.0006080000	0.0005650000	0.0000170000	0.0000020000	0.0010660000	13061677	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
3	0.0800000000	0.0039232424	0.0026454353	0.0040127714	0.0045263772	0.0023420000	0.0005890000	0.0005560000	0.0000170000	0.0000020000	0.0010570000	13064845	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
4	0.1200000000	0.0033563883	0.0028231735	0.0040127714	0.0050261389	0.0029510000	0.0006040000	0.0005610000	0.0000170000	0.0000220000	0.0016190000	13068021	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
5	0.1600000000	0.0020585158	0.0026702420	0.0040127714	0.0052622180	0.0063010000	0.0006020000	0.0029990000	0.0000150000	0.0000140000	0.0025220000	13071181	96830484	509673472	4.0005679131	4.0062379837	4.0028867722
6	0.2000000000	0.0022282717	0.0025965803	0.0040127714	0.0049478834	0.0054890000	0.0006090000	0.0032380000	0.0000020000	0.0000170000	0.0014750000	13074757	96830484	509673472	4.0035142899	3.9963679314	4.0019836426
7	0.2400000000	0.0023014175	0.0025544142	0.0040127714	0.0047218328	0.0059270000	0.0006040000	0.0034090000	0.0000150000	0.0000140000	0.0017310000	13077533	96830484	509673472	4.0037331581	3.9863786697	3.9988594055
8	0.2800000000	0.0024058358	0.0025358419	0.0040127714	0.0043783305	0.0052140000	0.0006040000	0.0029620000	0.0000020000	0.0000160000	0.0014700000	13080309	96830484	509673472	4.0014529228	3.9884290695	3.9979808331
9	0.3200000000	0.0023829828	0.0025188575	0.0040127714	0.0050589391	0.0061930000	0.0006040000	0.0029550000	0.0000160000	0.0000140000	0.0024820000	13083853	96830484	509673472	4.0003533363	3.9923250675	4.0009713173
10	0.3600000000	0.0024716596	0.0025141377	0.0040127714	0.0047846787	0.0046660000	0.0005040000	0.0027810000	0.0000010000	0.0000100000	0.0012590000	13088229	96830484	509673472	3.9983103275	3.9848964214	3.9990835190
