SLAMBench Report run started:	2018-02-18 01:23:03

Properties:
=================

frame-limit: 0
log-file: out_paper//violons_libkfusion-cuda_rgbd_dataset_freiburg1_rpy.log
input: datasets/TUM/freiburg1/rgbd_dataset_freiburg1_rpy.slam
load-library: build/lib/libkfusion-cuda-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
Depth-intrinsics-parameters: 0.9235938,1.229375,0.5171875,0.4875
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.8082812,1.076042,0.4978125,0.531875
RGB-intrinsics-parameters: 0.8082812,1.076042,0.4978125,0.531875
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	1305031229.5287840366	0.0606188253	0.0606188253	0.0606188253	-nan	0.0031730000	0.0004050000	0.0004820000	0.0000060000	0.0000010000	0.0020970000	13111897	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
2	1305031229.5644419193	0.0642096773	0.0624142513	0.0642096773	0.1658525169	0.0015220000	0.0003350000	0.0004730000	0.0000030000	0.0000000000	0.0006670000	13902361	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
3	1305031229.5966169834	0.0662607327	0.0636964117	0.0662607327	0.1252029927	0.0015120000	0.0003310000	0.0004700000	0.0000030000	0.0000000000	0.0006620000	13906425	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
4	1305031229.6287899017	0.0688454211	0.0649836641	0.0688454211	0.1129913759	0.0021080000	0.0003530000	0.0004720000	0.0000040000	0.0000060000	0.0012370000	13910441	96830484	509673472	4.0000000000	4.0000000000	4.0000000000
5	1305031229.6646571159	0.0660002902	0.0651869893	0.0688454211	0.1146836890	0.0078270000	0.0005600000	0.0045430000	0.0000150000	0.0000140000	0.0024810000	13914553	96830484	509673472	3.9731421471	4.0052900314	4.0138821602
6	1305031229.6968429089	0.0563680492	0.0637171660	0.0688454211	0.1026627795	0.0068270000	0.0005430000	0.0045360000	0.0000020000	0.0000150000	0.0015180000	13919081	96830484	509673472	3.9885790348	3.9999628067	4.0209746361
7	1305031229.7290771008	0.0504549854	0.0618225687	0.0688454211	0.0944331146	0.0063810000	0.0004530000	0.0043000000	0.0000110000	0.0000090000	0.0014990000	13922697	96830484	509673472	3.9917047024	4.0025601387	4.0272207260
8	1305031229.7648689747	0.0483661555	0.0601405171	0.0688454211	0.0875849373	0.0044810000	0.0004180000	0.0029160000	0.0000010000	0.0000080000	0.0010480000	13926481	96830484	509673472	3.9982874393	3.9969058037	4.0331091881
9	1305031229.7969229221	0.0486076772	0.0588590904	0.0688454211	0.0820248414	0.0077040000	0.0005390000	0.0045700000	0.0000150000	0.0000130000	0.0023680000	13930921	96830484	509673472	3.9983472824	3.9944331646	4.0363621712
10	1305031229.8256299496	0.0431774296	0.0572909243	0.0688454211	0.0773879813	0.0052080000	0.0005600000	0.0028890000	0.0000020000	0.0000160000	0.0014910000	13936081	96830484	509673472	4.0013856888	3.9980478287	4.0419988632
11	1305031229.8630619049	0.0423556939	0.0559331761	0.0688454211	0.0737736313	0.0070710000	0.0005920000	0.0045530000	0.0000150000	0.0000140000	0.0016450000	13939977	96830484	509673472	4.0051445961	3.9986858368	4.0450444221
12	1305031229.8969380856	0.0430130921	0.0548565025	0.0688454211	0.0708063125	0.0054990000	0.0005620000	0.0032160000	0.0000020000	0.0000160000	0.0014450000	13943649	96830484	509673472	4.0110373497	4.0005650520	4.0481510162
13	1305031229.9262549877	0.0434641689	0.0539801691	0.0688454211	0.0678463969	0.0070300000	0.0004810000	0.0043840000	0.0000110000	0.0000100000	0.0019670000	13947265	96830484	509673472	4.0163521767	4.0022740364	4.0533332825
14	1305031229.9662408829	0.0455500260	0.0533780160	0.0688454211	0.0652206899	0.0055460000	0.0005460000	0.0035690000	0.0000020000	0.0000150000	0.0012380000	13951161	96830484	509673472	4.0200204849	4.0031929016	4.0585083961
15	1305031229.9979310036	0.0476515070	0.0529962488	0.0688454211	0.0632070389	0.0070150000	0.0005460000	0.0045700000	0.0000160000	0.0000140000	0.0016020000	13954777	96830484	509673472	4.0225687027	4.0032029152	4.0627369881
16	1305031230.0300021172	0.0504680462	0.0528382361	0.0688454211	0.0611103792	0.0057400000	0.0004590000	0.0040650000	0.0000010000	0.0000080000	0.0010710000	13958449	96830484	509673472	4.0251364708	4.0037593842	4.0669593811
17	1305031230.0656960011	0.0551531464	0.0529744073	0.0688454211	0.0592790164	0.0066600000	0.0005310000	0.0035340000	0.0000150000	0.0000140000	0.0022850000	13963769	96830484	509673472	4.0274000168	4.0023460388	4.0701994896
18	1305031230.0982739925	0.0569927581	0.0531976490	0.0688454211	0.0575946490	0.0045490000	0.0004560000	0.0027280000	0.0000020000	0.0000100000	0.0011630000	13970641	96830484	509673472	4.0271863937	4.0021605492	4.0725536346
19	1305031230.1299350262	0.0595731847	0.0535332035	0.0688454211	0.0559910472	0.0056480000	0.0005390000	0.0032070000	0.0000150000	0.0000140000	0.0015830000	13974313	96830484	509673472	4.0280823708	4.0029597282	4.0756869316
20	1305031230.1657800674	0.0631848425	0.0540157855	0.0688454211	0.0545682210	0.0069130000	0.0005380000	0.0046730000	0.0000020000	0.0000150000	0.0013930000	13978097	96830484	509673472	4.0281105042	4.0022926331	4.0780124664
21	1305031230.1977820396	0.0655851439	0.0545667073	0.0688454211	0.0532413359	0.0068680000	0.0004650000	0.0044150000	0.0000120000	0.0000090000	0.0018150000	13981769	96830484	509673472	4.0275349617	4.0007939339	4.0798673630
22	1305031230.2298529148	0.0665480271	0.0551113127	0.0688454211	0.0520200557	0.0055750000	0.0005710000	0.0032600000	0.0000020000	0.0000150000	0.0014240000	13985441	96830484	509673472	4.0251603127	4.0002784729	4.0809020996
23	1305031230.2655899525	0.0659831464	0.0555840012	0.0688454211	0.0509032614	0.0067990000	0.0005270000	0.0042780000	0.0000150000	0.0000140000	0.0016560000	13989225	96830484	509673472	4.0200958252	3.9984281063	4.0805039406
24	1305031230.2979929447	0.0669876188	0.0560591519	0.0688454211	0.0497967235	0.0049350000	0.0004630000	0.0030480000	0.0000010000	0.0000100000	0.0012040000	13992897	96830484	509673472	4.0181369781	3.9989066124	4.0823583603
25	1305031230.3351120949	0.0694679767	0.0565955049	0.0694679767	0.0487936162	0.0061870000	0.0005450000	0.0028740000	0.0000150000	0.0000140000	0.0024210000	13996737	96830484	509673472	4.0160889626	3.9960453510	4.0837535858
26	1305031230.3656799793	0.0678966343	0.0570301637	0.0694679767	0.0478348896	0.0049990000	0.0004580000	0.0030700000	0.0000010000	0.0000110000	0.0012420000	14000353	96830484	509673472	4.0121469498	3.9971477985	4.0845375061
27	1305031230.3973290920	0.0668950751	0.0573955308	0.0694679767	0.0469088737	0.0051860000	0.0005440000	0.0025480000	0.0000160000	0.0000140000	0.0017350000	14004081	96830484	509673472	4.0076198578	3.9959795475	4.0858693123
28	1305031230.4368140697	0.0694590434	0.0578263705	0.0694679767	0.0465536781	0.0064450000	0.0005440000	0.0039780000	0.0000020000	0.0000170000	0.0015680000	14007921	96830484	509673472	4.0056786537	3.9952559471	4.0883440971
29	1305031230.4653120041	0.0683455318	0.0581891002	0.0694679767	0.0458234850	0.0066370000	0.0004570000	0.0037450000	0.0000100000	0.0000100000	0.0021860000	14011481	96830484	509673472	3.9983661175	3.9910607338	4.0867424011
30	1305031230.4972999096	0.0650921315	0.0584192013	0.0694679767	0.0450822124	0.0072040000	0.0005330000	0.0046880000	0.0000010000	0.0000150000	0.0016160000	14015209	96830484	509673472	3.9886209965	3.9885356426	4.0837569237
31	1305031230.5301918983	0.0636629537	0.0585883546	0.0694679767	0.0443623344	0.0064290000	0.0004610000	0.0043520000	0.0000080000	0.0000060000	0.0014250000	14018825	96830484	509673472	3.9802737236	3.9851016998	4.0814461708
32	1305031230.5661149025	0.0644583330	0.0587717914	0.0694679767	0.0440516623	0.0062440000	0.0005720000	0.0036270000	0.0000020000	0.0000160000	0.0016720000	14022665	96830484	509673472	3.9730746746	3.9822406769	4.0817260742
33	1305031230.5988430977	0.0627732873	0.0588930489	0.0694679767	0.0433996882	0.0072380000	0.0005440000	0.0036000000	0.0000160000	0.0000140000	0.0026770000	14029409	96830484	509673472	3.9625964165	3.9787180424	4.0794324875
34	1305031230.6319139004	0.0612620041	0.0589627240	0.0694679767	0.0428684689	0.0056780000	0.0004570000	0.0037620000	0.0000010000	0.0000080000	0.0012650000	14039537	96830484	509673472	3.9489111900	3.9739980698	4.0776333809
35	1305031230.6660470963	0.0582626387	0.0589427216	0.0694679767	0.0423817992	0.0075580000	0.0005690000	0.0046360000	0.0000180000	0.0000130000	0.0019320000	14043265	96830484	509673472	3.9361889362	3.9741892815	4.0754189491
36	1305031230.6979451180	0.0597360022	0.0589647571	0.0694679767	0.0418313196	0.0066720000	0.0005620000	0.0039530000	0.0000020000	0.0000190000	0.0017360000	14046881	96830484	509673472	3.9268481731	3.9702703953	4.0758104324
37	1305031230.7336409092	0.0619273186	0.0590448264	0.0694679767	0.0414661392	0.0073860000	0.0005620000	0.0035850000	0.0000160000	0.0000150000	0.0028060000	14050609	96830484	509673472	3.9186820984	3.9671814442	4.0738830566
38	1305031230.7659239769	0.0659263432	0.0592259189	0.0694679767	0.0409240790	0.0073460000	0.0005470000	0.0046320000	0.0000020000	0.0000140000	0.0017510000	14054337	96830484	509673472	3.9106149673	3.9623126984	4.0718708038
39	1305031230.7973229885	0.0702698827	0.0595090975	0.0702698827	0.0404457923	0.0056310000	0.0004740000	0.0033400000	0.0000110000	0.0000100000	0.0015930000	14058009	96830484	509673472	3.9019258022	3.9571905136	4.0686817169
40	1305031230.8317570686	0.0752883479	0.0599035787	0.0752883479	0.0399548087	0.0066530000	0.0005450000	0.0038890000	0.0000010000	0.0000150000	0.0017950000	14061737	96830484	509673472	3.8931603432	3.9518435001	4.0666875839
41	1305031230.8655419350	0.0775321722	0.0603335444	0.0775321722	0.0396735174	0.0071050000	0.0005380000	0.0031840000	0.0000150000	0.0000140000	0.0029380000	14065409	96830484	509673472	3.8831915855	3.9491057396	4.0667800903
42	1305031230.8973939419	0.0849009603	0.0609184829	0.0849009603	0.0392595683	0.0053370000	0.0004780000	0.0030420000	0.0000020000	0.0000100000	0.0015860000	14069137	96830484	509673472	3.8751685619	3.9417405128	4.0725178719
43	1305031230.9373099804	0.1036214903	0.0619115761	0.1036214903	0.0394396894	0.0056270000	0.0004210000	0.0032780000	0.0000100000	0.0000060000	0.0017000000	14072977	96830484	509673472	3.8573446274	3.9271049500	4.0855479240
44	1305031230.9650349617	0.1126514822	0.0630647558	0.1126514822	0.0396240876	0.0076940000	0.0005330000	0.0046870000	0.0000010000	0.0000170000	0.0020240000	14076537	96830484	509673472	3.8489439487	3.9250364304	4.1061806679
45	1305031230.9971239567	0.1228604838	0.0643935497	0.1228604838	0.0395394970	0.0076210000	0.0004530000	0.0043850000	0.0000110000	0.0000090000	0.0025370000	14080265	96830484	509673472	3.8421905041	3.9233098030	4.1240959167
