SLAMBench Report run started:	2018-02-18 12:09:46

Properties:
=================

frame-limit: 0
log-file: out_paper//violons_libkfusion-cpp_rgbd_dataset_freiburg2_xyz.log
input: datasets/TUM/freiburg2/rgbd_dataset_freiburg2_xyz.slam
load-library: build/lib/libkfusion-cpp-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
Depth-intrinsics-parameters: 0.9075,1.212083,0.4825,0.52708
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.8139063,1.085417,0.5079687,0.5202
RGB-intrinsics-parameters: 0.8139063,1.085417,0.5079687,0.5202
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	1311867170.4622900486	0.0582520030	0.0582520030	0.0582520030	-nan	0.7671610000	0.1361400000	0.0225400000	0.0622050000	0.0000020000	0.5424510000	115668534	0	402718720	4.0000000000	4.0000000000	4.0000000000
2	1311867170.4941389561	0.0599970818	0.0591245424	0.0599970818	0.0035989983	0.2415170000	0.1545000000	0.0202990000	0.0621940000	0.0000000000	0.0036720000	134944323	0	402718720	4.0000000000	4.0000000000	4.0000000000
3	1311867170.5264289379	0.0615839623	0.0599443490	0.0615839623	0.0081929692	0.2358010000	0.1488750000	0.0203870000	0.0622540000	0.0000000000	0.0036360000	134948443	0	402718720	4.0000000000	4.0000000000	4.0000000000
4	1311867170.5623490810	0.0628964603	0.0606823768	0.0628964603	0.0105670472	0.7285100000	0.1294480000	0.0202240000	0.0622600000	0.5123120000	0.0036340000	134952627	0	402718720	4.0000000000	4.0000000000	4.0000000000
5	1311867170.5942170620	0.0609254539	0.0607309923	0.0628964603	0.0111247626	1.3290760000	0.1285090000	0.1051670000	0.0631140000	0.5076940000	0.5239610000	134956627	0	402718720	4.0031237602	3.9974741936	3.9970712662
6	1311867170.6260869503	0.0606057271	0.0607101147	0.0628964603	0.0110246615	0.4987190000	0.0753250000	0.0829770000	0.0000010000	0.3380460000	0.0017350000	134961099	0	402718720	4.0016193390	3.9956707954	3.9953823090
7	1311867170.6621398926	0.0602240376	0.0606406751	0.0628964603	0.0105575191	0.4949010000	0.0747070000	0.0558670000	0.0306620000	0.3312930000	0.0017340000	134964939	0	402718720	4.0018353462	3.9940981865	3.9936187267
8	1311867170.6942050457	0.0600374378	0.0605652705	0.0628964603	0.0100582606	0.5063580000	0.0871030000	0.0836970000	0.0000010000	0.3331880000	0.0017270000	134968555	0	402718720	4.0011496544	3.9931437969	3.9919633865
9	1311867170.7263879776	0.0608408414	0.0605958895	0.0628964603	0.0100333745	0.8354920000	0.0731840000	0.0656840000	0.0305480000	0.3293460000	0.3360870000	134972995	0	402718720	4.0015754700	3.9936788082	3.9908602238
10	1311867170.7620189190	0.0603598244	0.0605722830	0.0628964603	0.0098643122	0.4947570000	0.0747610000	0.0835380000	0.0000000000	0.3340860000	0.0017290000	134978435	0	402718720	3.9995038509	3.9909117222	3.9892885685
