SLAMBench Report run started:	2018-02-18 01:25:26

Properties:
=================

frame-limit: 0
log-file: out_paper//violons_libefusion-cuda_living_room_traj0_loop.log
input: datasets/ICL_NUIM/living_room_traj0_loop.slam
load-library: build/lib/libefusion-cuda-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
confidence: 10
depth: 3
icp: 10
icpErrThresh: 5e-05
covThresh: 1e-05
photoThresh: 115
fernThresh: 0.3095
icpCountThresh: 35000
timeDelta: 200
textureDim: 512
nodeTextureDim: 2048
openLoop: false
reloc: false
fastOdom: false
so3: true
frameToFrameRGB: false
shader-dir: /home/bruno/slambench2/benchmarks/efusion/src/cuda/Core/src/Shaders

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	0.0000000000	0.0000000000	0.0000000000	0.0000000000	-nan	0.0253950000	198738908	95654128	750977024	0.0000000000	0.0000000000	0.0000000000
2	0.0400000000	0.0060497462	0.0030248731	0.0060497462	0.0064463918	0.0239650000	199524134	95654128	760807424	-0.0008780303	-0.0012178377	-0.0001706580
3	0.0800000000	0.0096953409	0.0052483624	0.0096953409	0.0049059559	0.0209660000	199373666	95654128	760807424	-0.0010523738	-0.0070183724	-0.0013676159
4	0.1200000000	0.0045009982	0.0050615213	0.0096953409	0.0066517178	0.0301800000	199374462	95654128	760807424	-0.0009397154	-0.0027233711	-0.0007470614
5	0.1600000000	0.0026911977	0.0045874566	0.0096953409	0.0067403485	0.0198060000	199377622	95654128	760807424	0.0032244746	-0.0043270830	-0.0006665161
6	0.2000000000	0.0039746398	0.0044853205	0.0096953409	0.0062225673	0.0182480000	199379230	95654128	760807424	-0.0014669911	-0.0070265811	0.0018310461
7	0.2400000000	0.0044925380	0.0044863515	0.0096953409	0.0059239299	0.0179350000	199381838	95654128	760807424	-0.0019187463	-0.0080926828	0.0039794650
8	0.2800000000	0.0061262650	0.0046913407	0.0096953409	0.0054872193	0.0170970000	199384446	95654128	760807424	-0.0029230067	-0.0045495136	0.0042556911
9	0.3200000000	0.0107976170	0.0053698159	0.0107976170	0.0051717517	0.0204390000	199386158	95654128	760807424	-0.0071431012	-0.0024934155	0.0047728200
10	0.3600000000	0.0108827120	0.0059211055	0.0108827120	0.0049018398	0.0175250000	199390366	95654128	760807424	-0.0062207761	-0.0069856350	0.0064257323
