SLAMBench Report run started:	2018-02-18 11:12:25

Properties:
=================

frame-limit: 0
log-file: out_paper//violons_libkfusion-cpp_living_room_traj3_loop.log
input: datasets/ICL_NUIM/living_room_traj3_loop.slam
load-library: build/lib/libkfusion-cpp-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	0.0000000000	0.0000002920	0.0000002920	0.0000002920	-nan	0.9156550000	0.1737840000	0.0281210000	0.0739490000	0.0000030000	0.6396980000	106139198	0	402718720	4.0000000000	4.0000000000	4.0000000000
2	0.0400000000	0.0040127714	0.0020065317	0.0040127714	0.0032323198	0.2777470000	0.1732370000	0.0260730000	0.0739220000	0.0000010000	0.0044820000	113224451	0	402718720	4.0000000000	4.0000000000	4.0000000000
3	0.0800000000	0.0039232424	0.0026454353	0.0040127714	0.0045263772	0.2775290000	0.1731680000	0.0260580000	0.0737850000	0.0000000000	0.0044820000	113227619	0	402718720	4.0000000000	4.0000000000	4.0000000000
4	0.1200000000	0.0033563883	0.0028231735	0.0040127714	0.0050261389	0.9143100000	0.1938330000	0.0262140000	0.0739080000	0.6158350000	0.0044820000	113230795	0	402718720	4.0000000000	4.0000000000	4.0000000000
5	0.1600000000	0.0020580813	0.0026701551	0.0040127714	0.0052619329	1.6246180000	0.1726770000	0.1304240000	0.0738430000	0.6144820000	0.6331550000	113233955	0	402718720	4.0005683899	4.0062360764	4.0028858185
6	0.2000000000	0.0022257259	0.0025960836	0.0040127714	0.0049518983	0.5680650000	0.1003500000	0.0647050000	0.0000010000	0.4010560000	0.0019150000	113237531	0	402718720	4.0035071373	3.9963686466	4.0019783974
7	0.2400000000	0.0022985912	0.0025535847	0.0040127714	0.0047230099	0.5964650000	0.1010380000	0.0574770000	0.0343360000	0.4016570000	0.0019170000	113240307	0	402718720	4.0037336349	3.9863734245	3.9988579750
8	0.2800000000	0.0024033717	0.0025348080	0.0040127714	0.0043795128	0.5784360000	0.1156850000	0.0574900000	0.0000010000	0.4032940000	0.0019190000	113243083	0	402718720	4.0014562607	3.9884219170	3.9979789257
9	0.3200000000	0.0023827848	0.0025179166	0.0040127714	0.0050603412	0.9984880000	0.1010900000	0.0603440000	0.0343570000	0.3970960000	0.4055550000	113246627	0	402718720	4.0003557205	3.9923224449	4.0009708405
10	0.3600000000	0.0024723008	0.0025133550	0.0040127714	0.0047860726	0.5809420000	0.1202450000	0.0576930000	0.0000000000	0.4010370000	0.0019170000	113251003	0	402718720	3.9983146191	3.9848935604	3.9990823269
11	0.4000000000	0.0026046433	0.0025216539	0.0040127714	0.0045841143	0.6246090000	0.1010480000	0.0878080000	0.0343920000	0.3993960000	0.0019160000	113253779	0	402718720	3.9983012676	3.9888913631	3.9978275299
12	0.4400000000	0.0026440211	0.0025318512	0.0040127714	0.0046244994	0.5612500000	0.1004990000	0.0579430000	0.0000010000	0.4008460000	0.0019130000	113256555	0	402718720	3.9992923737	3.9987778664	4.0008053780
13	0.4800000000	0.0025809682	0.0025356294	0.0040127714	0.0044315971	1.0116320000	0.1111100000	0.0603630000	0.0343550000	0.3997590000	0.4059920000	113259331	0	402718720	4.0013046265	3.9965155125	4.0008144379
14	0.5200000000	0.0027121380	0.0025482372	0.0040127714	0.0043591954	0.5710140000	0.1007060000	0.0671700000	0.0000000000	0.4011730000	0.0019120000	113262107	0	402718720	4.0040993690	3.9890573025	3.9980893135
15	0.5600000000	0.0027319994	0.0025604880	0.0040127714	0.0042933368	0.6228610000	0.1003890000	0.0878360000	0.0343960000	0.3981440000	0.0020240000	113264883	0	402718720	4.0069050789	3.9907155037	3.9979007244
16	0.6000000000	0.0027423620	0.0025718551	0.0040127714	0.0041517551	0.5600340000	0.1004090000	0.0577520000	0.0000010000	0.3999020000	0.0019180000	113267659	0	402718720	4.0079178810	3.9920563698	3.9981825352
17	0.6400000000	0.0027839276	0.0025843300	0.0040127714	0.0040370770	1.0128990000	0.1121040000	0.0602740000	0.0343720000	0.3982410000	0.4078480000	113271971	0	402718720	4.0076699257	3.9883072376	3.9963228703
18	0.6800000000	0.0028498853	0.0025990830	0.0040127714	0.0039179105	0.5694580000	0.1009410000	0.0646850000	0.0000010000	0.4018590000	0.0019150000	113277947	0	402718720	4.0069394112	3.9893963337	3.9949455261
19	0.7200000000	0.0028617827	0.0026129093	0.0040127714	0.0039443988	0.6060790000	0.1006800000	0.0681320000	0.0343850000	0.4009020000	0.0019210000	113280723	0	402718720	4.0073871613	3.9935777187	3.9951608181
20	0.7600000000	0.0029027741	0.0026274026	0.0040127714	0.0042036664	0.5627310000	0.1009440000	0.0577500000	0.0000010000	0.4020680000	0.0019110000	113283499	0	402718720	4.0069408417	3.9922833443	3.9925367832
21	0.8000000000	0.0029292013	0.0026417740	0.0040127714	0.0043504855	1.0012310000	0.1006660000	0.0578140000	0.0343700000	0.4009180000	0.4074050000	113286275	0	402718720	4.0093941689	3.9955034256	3.9927725792
22	0.8400000000	0.0029451062	0.0026555618	0.0040127714	0.0042740080	0.5786140000	0.1006200000	0.0748440000	0.0000010000	0.4011750000	0.0019140000	113289051	0	402718720	4.0094890594	3.9983549118	3.9931788445
23	0.8800000000	0.0030370620	0.0026721487	0.0040127714	0.0042449337	0.6038840000	0.1094520000	0.0550670000	0.0345040000	0.4028770000	0.0019200000	113291827	0	402718720	4.0121717453	3.9920437336	3.9892230034
24	0.9200000000	0.0032707753	0.0026970915	0.0040127714	0.0042405392	0.5664070000	0.1011250000	0.0592230000	0.0000010000	0.4040780000	0.0019190000	113294603	0	402718720	4.0143847466	3.9935011864	3.9894285202
25	0.9600000000	0.0032610116	0.0027196483	0.0040127714	0.0041528139	1.0049710000	0.1014750000	0.0578790000	0.0345310000	0.4010290000	0.4099910000	113297379	0	402718720	4.0145549774	3.9904427528	3.9862995148
26	1.0000000000	0.0033026387	0.0027420710	0.0040127714	0.0040694828	0.5654430000	0.0994100000	0.0572360000	0.0000010000	0.4068190000	0.0019140000	113300155	0	402718720	4.0128369331	3.9902217388	3.9853107929
