SLAMBench Report run started:	2018-02-18 11:36:38

Properties:
=================

frame-limit: 0
log-file: out_paper//violons_libkfusion-cpp_rgbd_dataset_freiburg2_rpy.log
input: datasets/TUM/freiburg2/rgbd_dataset_freiburg2_rpy.slam
load-library: build/lib/libkfusion-cpp-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
Depth-intrinsics-parameters: 0.9075,1.212083,0.4825,0.52708
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.8139063,1.085417,0.5079687,0.5202
RGB-intrinsics-parameters: 0.8139063,1.085417,0.5079687,0.5202
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	1311867718.6419320107	0.0019025257	0.0019025257	0.0019025257	-nan	0.8445930000	0.1666560000	0.0218210000	0.0623100000	0.0000020000	0.5899660000	115298278	0	402718720	4.0000000000	4.0000000000	4.0000000000
2	1311867718.6768438816	0.0021839470	0.0020432363	0.0021839470	0.0015734395	0.2143060000	0.1263560000	0.0205900000	0.0629400000	0.0000000000	0.0037170000	134574179	0	402718720	4.0000000000	4.0000000000	4.0000000000
3	1311867718.7114279270	0.0026191149	0.0022351959	0.0026191149	0.0052681691	0.2145570000	0.1272640000	0.0199150000	0.0630460000	0.0000010000	0.0035440000	134578299	0	402718720	4.0000000000	4.0000000000	4.0000000000
4	1311867718.7410299778	0.0032201277	0.0024814288	0.0032201277	0.0047920539	0.7627300000	0.1277160000	0.0199840000	0.0623330000	0.5485120000	0.0036080000	134582259	0	402718720	4.0000000000	4.0000000000	4.0000000000
5	1311867718.7767970562	0.0102639766	0.0040379384	0.0102639766	0.0093924360	1.4589390000	0.1268600000	0.1791110000	0.0623790000	0.5378940000	0.5521310000	134586427	0	402718720	3.9892039299	3.9964058399	4.0032458305
6	1311867718.8094089031	0.0111242970	0.0052189982	0.0111242970	0.0088675249	0.5158650000	0.0738290000	0.0827450000	0.0000010000	0.3569820000	0.0017360000	134590899	0	402718720	3.9877562523	3.9977481365	4.0040669441
7	1311867718.8408079147	0.0115086315	0.0061175172	0.0115086315	0.0081085557	0.5459220000	0.0744050000	0.0834270000	0.0307330000	0.3550430000	0.0017400000	134594515	0	402718720	3.9869382381	3.9982514381	4.0042519569
8	1311867718.8767778873	0.0151464147	0.0072461294	0.0151464147	0.0077096137	0.4882350000	0.0745460000	0.0563120000	0.0000010000	0.3550620000	0.0017380000	134598299	0	402718720	3.9833035469	3.9974732399	4.0047264099
9	1311867718.9088680744	0.0145902839	0.0080621466	0.0151464147	0.0072426746	0.8963480000	0.0746190000	0.0880690000	0.0307790000	0.3485430000	0.3537570000	134602683	0	402718720	3.9835460186	3.9977257252	4.0048494339
10	1311867718.9438331127	0.0158703234	0.0088429642	0.0158703234	0.0068854998	0.5126740000	0.0746980000	0.0846700000	0.0000010000	0.3509770000	0.0017430000	134608067	0	402718720	3.9821383953	3.9979395866	4.0057196617
11	1311867718.9784109592	0.0144189782	0.0093498746	0.0158703234	0.0067737630	0.5366470000	0.0746830000	0.0832620000	0.0307610000	0.3456090000	0.0017470000	134611851	0	402718720	3.9839293957	3.9964618683	4.0056319237
12	1311867719.0091300011	0.0181727726	0.0100851161	0.0181727726	0.0067923139	0.5192020000	0.0875720000	0.0841020000	0.0000010000	0.3451910000	0.0017460000	134615411	0	402718720	3.9798362255	3.9964535236	4.0066075325
13	1311867719.0441620350	0.0168240909	0.0106034988	0.0181727726	0.0065191117	0.9036630000	0.1015190000	0.0810100000	0.0307600000	0.3410350000	0.3487320000	134619195	0	402718720	3.9809789658	3.9964716434	4.0068120956
14	1311867719.0776190758	0.0182064120	0.0111465640	0.0182064120	0.0063271655	0.5040740000	0.0748860000	0.0838430000	0.0000010000	0.3429920000	0.0017620000	134622923	0	402718720	3.9796545506	3.9957454205	4.0073685646
15	1311867719.1086950302	0.0170080140	0.0115373273	0.0182064120	0.0061317170	0.5325380000	0.0752300000	0.0841190000	0.0307390000	0.3401030000	0.0017510000	134626595	0	402718720	3.9809386730	3.9950768948	4.0075154305
16	1311867719.1437010765	0.0179978888	0.0119411124	0.0182064120	0.0059846240	0.4679470000	0.0750520000	0.0520730000	0.0000010000	0.3384780000	0.0017510000	134630323	0	402718720	3.9795103073	3.9950339794	4.0081734657
17	1311867719.1810290813	0.0160211939	0.0121811172	0.0182064120	0.0059238728	0.8627650000	0.0746830000	0.0766410000	0.0307240000	0.3370930000	0.3430270000	134635643	0	402718720	3.9816939831	3.9940829277	4.0082082748
18	1311867719.2127099037	0.0171610210	0.0124577786	0.0182064120	0.0057744203	0.5067070000	0.0841910000	0.0831010000	0.0000000000	0.3370770000	0.0017410000	134642515	0	402718720	3.9803969860	3.9934220314	4.0087184906
