SLAMBench Report run started:	2018-02-19 06:13:52

Properties:
=================

frame-limit: 0
log-file: output//violons_libinfinitam-cuda_rgbd_dataset_freiburg1_xyz.log
input: datasets/TUM/freiburg1/rgbd_dataset_freiburg1_xyz.slam
load-library: build/lib/libinfinitam-cuda-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
Depth-intrinsics-parameters: 0.9235938,1.229375,0.5171875,0.4875
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.8082812,1.076042,0.4978125,0.531875
RGB-intrinsics-parameters: 0.8082812,1.076042,0.4978125,0.531875
trackerType: ICP
depthTrackerICPThreshold: 0.01
depthTrackerTerminationThreshold: 0.001
voxelSize: 0.005
viewFrustum_min: 0.2
viewFrustum_max: 3
mu: 0.02
trackingRegime: B,B,R,R,R
noICPRunTillLevel: 0
maxW: 100
useSwapping: false
useBilateralFilter: false
useApproximateRaycast: false
modelSensorNoise: false
skipPoints: true
stopIntegratingAtMaxW: false

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	1305031102.1753039360	0.0253988300	0.0253988300	0.0253988300	nan	0.0778270000	9399065	955859216	1771368448	-0.0000000000	0.0000000000	-0.0000000000
2	1305031102.2112140656	0.0217163358	0.0235575829	0.0253988300	0.0240789484	0.1040690000	10056943	955859216	1767469056	-0.0023057188	0.0007948904	0.0125143249
3	1305031102.2432110310	0.0218869653	0.0230007103	0.0253988300	0.0192105562	0.0813910000	10059033	955859216	1769082880	-0.0037555362	0.0053054742	0.0258695055
4	1305031102.2753260136	0.0166602228	0.0214155884	0.0253988300	0.0157436866	0.0857050000	10061127	955859216	1768476672	-0.0044986624	0.0041056862	0.0388874039
5	1305031102.3112668991	0.0125689600	0.0196462628	0.0253988300	0.0141430064	0.0555690000	10063277	955859216	1767989248	-0.0033507748	0.0037889318	0.0516047254
6	1305031102.3432331085	0.0089124609	0.0178572958	0.0253988300	0.0148728411	0.0978640000	10065699	955859216	1767096320	-0.0042445916	0.0023637896	0.0636266321
7	1305031102.3753290176	0.0087025641	0.0165494770	0.0253988300	0.0137474957	0.0699340000	10067433	955859216	1766338560	-0.0045749177	0.0031395825	0.0755108595
8	1305031102.4112579823	0.0069137691	0.0153450135	0.0253988300	0.0147529752	0.0758420000	10069295	955859216	1764655104	-0.0065156580	0.0048665055	0.0872651413
9	1305031102.4432709217	0.0075910469	0.0144834616	0.0253988300	0.0167567272	0.0770260000	10071701	955859216	1765060608	-0.0082676969	0.0075824326	0.0996247455
10	1305031102.4753179550	0.0111135747	0.0141464729	0.0253988300	0.0160541025	0.0669180000	10074747	955859216	1764184064	-0.0071157557	0.0112032387	0.1126657799
