SLAMBench Report run started:	2018-02-19 01:38:53

Properties:
=================

frame-limit: 0
log-file: output//violons_libinfinitam-cpp_living_room_traj0_loop.log
input: datasets/ICL_NUIM/living_room_traj0_loop.slam
load-library: build/lib/libinfinitam-cpp-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
trackerType: ICP
depthTrackerICPThreshold: 0.01
depthTrackerTerminationThreshold: 0.001
voxelSize: 0.005
viewFrustum_min: 0.2
viewFrustum_max: 3
mu: 0.02
trackingRegime: B,B,R,R,R
noICPRunTillLevel: 0
maxW: 100
useSwapping: false
useBilateralFilter: false
useApproximateRaycast: false
modelSensorNoise: false
skipPoints: true
stopIntegratingAtMaxW: false

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	0.0000000000	0.0000000000	0.0000000000	0.0000000000	nan	0.5107820000	954995638	0	1769201664	-0.0000000000	0.0000000000	-0.0000000000
2	0.0400000000	0.0030307032	0.0015153516	0.0030307032	0.0051710135	0.6106970000	953385791	0	1766391808	-0.0004179855	-0.0040805205	0.0006781412
3	0.0800000000	0.0063021961	0.0031109664	0.0063021961	0.0043163384	0.5598730000	953074333	0	1768177664	-0.0005357219	-0.0099226749	0.0005363578
4	0.1200000000	0.0034978779	0.0032076943	0.0063021961	0.0068916938	0.5682390000	953075935	0	1770082304	0.0011232148	-0.0099831866	0.0018558176
5	0.1600000000	0.0070138560	0.0039689266	0.0070138560	0.0064668200	0.5665210000	953077209	0	1771732992	0.0027215397	-0.0109837959	0.0027254899
6	0.2000000000	0.0037474607	0.0039320156	0.0070138560	0.0058252651	0.5703960000	953079139	0	1773350912	0.0021924744	-0.0133906724	0.0027369487
7	0.2400000000	0.0055200560	0.0041588785	0.0070138560	0.0054982837	0.5680770000	953080413	0	1775140864	0.0024585607	-0.0153336581	0.0031443520
8	0.2800000000	0.0094181057	0.0048162819	0.0094181057	0.0053446976	0.5684090000	953081687	0	1776812032	0.0038683375	-0.0161468387	0.0041306503
9	0.3200000000	0.0107593322	0.0054766209	0.0107593322	0.0050496571	0.5707150000	953082961	0	1778589696	0.0039524189	-0.0174923502	0.0041715754
10	0.3600000000	0.0107116550	0.0060001243	0.0107593322	0.0047697090	0.5715210000	953085547	0	1780240384	0.0053224508	-0.0188344084	0.0043840399
