SLAMBench Report run started:	2018-02-19 04:33:42

Properties:
=================

frame-limit: 0
log-file: output//violons_libefusion-cuda_living_room_traj3_loop.log
input: datasets/ICL_NUIM/living_room_traj3_loop.slam
load-library: build/lib/libefusion-cuda-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
confidence: 10
depth: 3
icp: 10
icpErrThresh: 5e-05
covThresh: 1e-05
photoThresh: 115
fernThresh: 0.3095
icpCountThresh: 35000
timeDelta: 200
textureDim: 512
nodeTextureDim: 2048
openLoop: false
reloc: false
fastOdom: false
so3: true
frameToFrameRGB: false
shader-dir: /harddrive/slambench2/benchmarks/efusion/src/cuda/Core/src/Shaders

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	0.0000000000	0.0000000000	0.0000000000	0.0000000000	nan	0.2433110000	88427542	95654128	1753587712	0.0000000000	0.0000000000	0.0000000000
2	0.0400000000	0.0015061001	0.0007530500	0.0015061001	0.0018541897	1.3679140000	88881670	95654128	1756508160	-0.0002115301	0.0021070603	0.0016081244
3	0.0800000000	0.0051624225	0.0022228409	0.0051624225	0.0020662965	1.1524590000	88883688	95654128	1758412800	-0.0021166240	-0.0076440927	0.0021208269
4	0.1200000000	0.0061746258	0.0032107871	0.0061746258	0.0026521142	1.2248730000	88884450	95654128	1760190464	-0.0043604253	-0.0071556014	0.0010601312
5	0.1600000000	0.0052042869	0.0036094871	0.0061746258	0.0045019434	1.4097490000	88886464	95654128	1761824768	-0.0025880532	0.0001105652	0.0040212208
6	0.2000000000	0.0058609555	0.0039847318	0.0061746258	0.0045756216	1.6390290000	88888814	95654128	1763577856	-0.0007725633	-0.0102501158	0.0032170252
7	0.2400000000	0.0077999579	0.0045297641	0.0077999579	0.0042792614	2.1088340000	88889248	95654128	1765228544	0.0006374081	-0.0227531847	0.0007032438
8	0.2800000000	0.0059381034	0.0047058065	0.0077999579	0.0039941172	2.1916290000	88890942	95654128	1766805504	-0.0012284035	-0.0190775394	-0.0005988954
9	0.3200000000	0.0059401481	0.0048429556	0.0077999579	0.0049673001	1.5028030000	88893276	95654128	1768583168	-0.0020816834	-0.0151642272	0.0027334418
10	0.3600000000	0.0040903115	0.0047676912	0.0077999579	0.0047507229	1.7604250000	88895022	95654128	1770360832	-0.0038931950	-0.0208792631	0.0007899009
11	0.4000000000	0.0041611716	0.0047125530	0.0077999579	0.0046822206	2.1842470000	88896828	95654128	1771859968	-0.0033655113	-0.0171606373	-0.0004608234
12	0.4400000000	0.0035554043	0.0046161240	0.0077999579	0.0047743797	1.3800430000	88898522	95654128	1773637632	-0.0038431706	-0.0063074632	0.0024072803
13	0.4800000000	0.0038726067	0.0045589303	0.0077999579	0.0046153716	1.5111860000	88898956	95654128	1775415296	-0.0036074820	-0.0070302812	0.0025524744
