SLAMBench Report run started:	2018-02-18 09:49:10

Properties:
=================

frame-limit: 0
log-file: output//violons_libkfusion-cpp_living_room_traj3_loop.log
input: datasets/ICL_NUIM/living_room_traj3_loop.slam
load-library: build/lib/libkfusion-cpp-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	0.0000000000	0.0000002920	0.0000002920	0.0000002920	nan	3.1256310000	1.2871140000	0.0674250000	0.1441660000	0.0000100000	1.6262150000	106083959	0	1771466752	4.0000000000	4.0000000000	4.0000000000
2	0.0400000000	0.0040127714	0.0020065317	0.0040127714	0.0032323198	1.5082860000	1.3056180000	0.0545000000	0.1397800000	0.0000030000	0.0081010000	108504764	0	1772879872	4.0000000000	4.0000000000	4.0000000000
3	0.0800000000	0.0039232424	0.0026454353	0.0040127714	0.0045263772	1.4766890000	1.2696270000	0.0537180000	0.1449380000	0.0000020000	0.0081600000	108506762	0	1774657536	4.0000000000	4.0000000000	4.0000000000
4	0.1200000000	0.0033563883	0.0028231735	0.0040127714	0.0050261360	3.0779010000	1.2735220000	0.0535040000	0.1397900000	1.6027680000	0.0081590000	108508764	0	1783164928	4.0000000000	4.0000000000	4.0000000000
5	0.1600000000	0.0020580813	0.0026701551	0.0040127714	0.0052619023	4.8744360000	1.2670840000	0.2838270000	0.1392790000	1.5825270000	1.6015390000	108510758	0	1785569280	4.0005683899	4.0062360764	4.0028858185
6	0.2000000000	0.0022257280	0.0025960839	0.0040127714	0.0049518959	3.1652110000	1.2609970000	0.3099500000	0.0000060000	1.5858790000	0.0082050000	108513088	0	1787219968	4.0035066605	3.9963691235	4.0019783974
7	0.2400000000	0.0022985039	0.0025535725	0.0040127714	0.0047228898	3.2702810000	1.2625700000	0.2709370000	0.1394830000	1.5888510000	0.0082570000	108514762	0	1784299520	4.0037336349	3.9863731861	3.9988577366
8	0.2800000000	0.0024037436	0.0025348439	0.0040127714	0.0043794021	3.1429610000	1.2613450000	0.2710850000	0.0000160000	1.6021240000	0.0082060000	108516436	0	1785688064	4.0014567375	3.9884219170	3.9979786873
9	0.3200000000	0.0023832549	0.0025180007	0.0040127714	0.0050602410	4.8573600000	1.2614030000	0.2740160000	0.1393910000	1.5801170000	1.6022290000	108518750	0	1787592704	4.0003561974	3.9923226833	4.0009708405
10	0.3600000000	0.0024723008	0.0025134307	0.0040127714	0.0047859766	3.1362470000	1.2609000000	0.2799970000	0.0000020000	1.5869280000	0.0082190000	108521736	0	1784680448	3.9983148575	3.9848935604	3.9990823269
