SLAMBench Report run started:	2018-02-18 11:46:54

Properties:
=================

frame-limit: 0
log-file: output//violons_libkfusion-cpp_rgbd_dataset_freiburg2_rpy.log
input: datasets/TUM/freiburg2/rgbd_dataset_freiburg2_rpy.slam
load-library: build/lib/libkfusion-cpp-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
Depth-intrinsics-parameters: 0.9075,1.212083,0.4825,0.52708
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.8139063,1.085417,0.5079687,0.5202
RGB-intrinsics-parameters: 0.8139063,1.085417,0.5079687,0.5202
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	1311867718.6419320107	0.0019025257	0.0019025257	0.0019025257	nan	2.5490190000	0.9149040000	0.0550070000	0.1187900000	0.0000090000	1.4408370000	113712199	0	1769353216	4.0000000000	4.0000000000	4.0000000000
2	1311867718.6768438816	0.0021839470	0.0020432363	0.0021839470	0.0015734782	1.1309110000	0.9599210000	0.0416930000	0.1183630000	0.0000020000	0.0069520000	126291456	0	1769340928	4.0000000000	4.0000000000	4.0000000000
3	1311867718.7114279270	0.0026191149	0.0022351959	0.0026191149	0.0052681777	1.0922440000	0.9159080000	0.0415300000	0.1238920000	0.0000030000	0.0069920000	126293998	0	1771102208	4.0000000000	4.0000000000	4.0000000000
4	1311867718.7410299778	0.0032201277	0.0024814288	0.0032201277	0.0047920722	2.4863750000	0.9587450000	0.0417610000	0.1184240000	1.3564480000	0.0070260000	126296448	0	1780207616	4.0000000000	4.0000000000	4.0000000000
5	1311867718.7767970562	0.0102790073	0.0040409445	0.0102790073	0.0093991090	3.9766110000	0.9036970000	0.2698750000	0.1184600000	1.3363610000	1.3443960000	126299018	0	1781850112	3.9891881943	3.9964041710	4.0032477379
6	1311867718.8094089031	0.0111378012	0.0052237540	0.0111378012	0.0088732140	2.6582810000	0.9139600000	0.4072900000	0.0000020000	1.3262170000	0.0070040000	126301860	0	1783640064	3.9877426624	3.9977478981	4.0040683746
7	1311867718.8408079147	0.0115118017	0.0061220465	0.0115118017	0.0081134332	2.7801820000	0.9222130000	0.4106400000	0.1187280000	1.3177670000	0.0070310000	126304014	0	1785278464	3.9869349003	3.9982521534	4.0042514801
8	1311867718.8767778873	0.0151338438	0.0072485212	0.0151338438	0.0077122156	2.5247590000	0.9227890000	0.2730280000	0.0000040000	1.3171390000	0.0070330000	126306264	0	1784442880	3.9833164215	3.9974730015	4.0047249794
9	1311867718.9088680744	0.0145786814	0.0080629834	0.0151338438	0.0072450385	4.0785260000	0.9277920000	0.4108650000	0.1190570000	1.3010750000	1.3156760000	126309058	0	1784291328	3.9835577011	3.9977281094	4.0048475266
10	1311867718.9438331127	0.0158578660	0.0088424717	0.0158578660	0.0068873684	2.6482820000	0.9222700000	0.4148560000	0.0000030000	1.3001860000	0.0070970000	126312620	0	1785921536	3.9821507931	3.9979395866	4.0057187080
11	1311867718.9784109592	0.0144037968	0.0093480467	0.0158578660	0.0067751901	2.7302690000	0.9143820000	0.4064120000	0.1183610000	1.2791750000	0.0070980000	126314870	0	1785032704	3.9839460850	3.9964599609	4.0056343079
12	1311867719.0091300011	0.0181386732	0.0100805989	0.0181386732	0.0067915979	2.5655580000	0.9271680000	0.3501980000	0.0000050000	1.2769900000	0.0070850000	126316992	0	1784934400	3.9798710346	3.9964549541	4.0066061020
13	1311867719.0441620350	0.0168107618	0.0105983037	0.0181386732	0.0065182474	3.9898770000	0.9230990000	0.3836820000	0.1188490000	1.2684480000	1.2909340000	126319242	0	1784188928	3.9809930325	3.9964718819	4.0068135262
