SLAMBench Report run started:	2018-02-19 12:45:07

Properties:
=================

frame-limit: 0
log-file: output//violons_libkfusion-cpp_rgbd_dataset_freiburg2_xyz.log
input: datasets/TUM/freiburg2/rgbd_dataset_freiburg2_xyz.slam
load-library: build/lib/libkfusion-cpp-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
Depth-intrinsics-parameters: 0.9075,1.212083,0.4825,0.52708
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.8139063,1.085417,0.5079687,0.5202
RGB-intrinsics-parameters: 0.8139063,1.085417,0.5079687,0.5202
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	1311867170.4622900486	0.0582520030	0.0582520030	0.0582520030	nan	2.4455840000	0.9180360000	0.0550560000	0.1180430000	0.0000080000	1.3338310000	114019895	0	1771241472	4.0000000000	4.0000000000	4.0000000000
2	1311867170.4941389561	0.0599970818	0.0591245424	0.0599970818	0.0035990404	1.1499810000	0.9786060000	0.0417990000	0.1181400000	0.0000020000	0.0069650000	126599252	0	1770160128	4.0000000000	4.0000000000	4.0000000000
3	1311867170.5264289379	0.0615839623	0.0599443490	0.0615839623	0.0081929966	1.0965890000	0.9248370000	0.0422980000	0.1181430000	0.0000020000	0.0070310000	126601794	0	1771765760	4.0000000000	4.0000000000	4.0000000000
4	1311867170.5623490810	0.0628964603	0.0606823768	0.0628964603	0.0105671055	2.3778700000	0.9256300000	0.0422150000	0.1184490000	1.2801940000	0.0070990000	126604372	0	1780908032	4.0000000000	4.0000000000	4.0000000000
5	1311867170.5942170620	0.0609258004	0.0607310615	0.0628964603	0.0111249439	3.8348060000	0.9316270000	0.2379590000	0.1182040000	1.2620660000	1.2806180000	126606846	0	1782542336	4.0031242371	3.9974739552	3.9970715046
6	1311867170.6260869503	0.0606062971	0.0607102675	0.0628964603	0.0110248414	2.6353080000	0.9438330000	0.4147810000	0.0000040000	1.2652870000	0.0070770000	126609688	0	1784217600	4.0016174316	3.9956717491	3.9953827858
7	1311867170.6621398926	0.0602243580	0.0606408518	0.0628964603	0.0105573441	2.5385990000	0.9278970000	0.2391790000	0.1184520000	1.2407320000	0.0070910000	126611970	0	1783066624	4.0018320084	3.9940991402	3.9936189651
8	1311867170.6942050457	0.0600399859	0.0605657436	0.0628964603	0.0100564805	2.6427530000	0.9655810000	0.4207740000	0.0000050000	1.2447970000	0.0071170000	126614124	0	1782325248	4.0011572838	3.9931411743	3.9919660091
9	1311867170.7263879776	0.0608425252	0.0605964971	0.0628964603	0.0100315659	3.9665910000	0.9290950000	0.4171900000	0.1186060000	1.2414500000	1.2558310000	126616950	0	1783963648	4.0015869141	3.9936790466	3.9908607006
10	1311867170.7620189190	0.0603579953	0.0605726469	0.0628964603	0.0098614389	2.5977840000	0.9291920000	0.4132430000	0.0000030000	1.2437920000	0.0072760000	126620544	0	1785708544	3.9995050430	3.9909121990	3.9892861843
11	1311867170.7941920757	0.0607265905	0.0605866418	0.0628964603	0.0096796996	2.6817700000	0.9330580000	0.3808830000	0.1184130000	1.2368550000	0.0071000000	126622666	0	1784610816	4.0003924370	3.9889500141	3.9876811504
12	1311867170.8262820244	0.0612731390	0.0606438499	0.0628964603	0.0096061179	2.6137360000	0.9563900000	0.4140740000	0.0000020000	1.2316130000	0.0070810000	126624884	0	1783738368	4.0014548302	3.9856190681	3.9859545231
13	1311867170.8622210026	0.0614284761	0.0607042058	0.0628964603	0.0096859467	3.8424840000	0.9165670000	0.3417230000	0.1185320000	1.2183270000	1.2429260000	126627134	0	1785462784	4.0042290688	3.9817683697	3.9834074974
14	1311867170.8943779469	0.0618332960	0.0607848551	0.0628964603	0.0094039292	2.4156020000	0.9089010000	0.2687610000	0.0000030000	1.2254220000	0.0070560000	126629288	0	1784360960	4.0020575523	3.9801092148	3.9812393188
15	1311867170.9263520241	0.0620482937	0.0608690843	0.0628964603	0.0093862685	2.4761490000	0.8995100000	0.2317900000	0.1185710000	1.2146950000	0.0069780000	126631506	0	1783595008	4.0028309822	3.9772646427	3.9783926010
16	1311867170.9621469975	0.0615710244	0.0609129556	0.0628964603	0.0091725699	2.4112100000	0.8937740000	0.2692360000	0.0000030000	1.2367780000	0.0069580000	126633756	0	1785327616	4.0006346703	3.9752943516	3.9754130840
17	1311867170.9942629337	0.0615527928	0.0609505930	0.0628964603	0.0090176158	3.7969810000	0.8895930000	0.2646450000	0.1190540000	1.2460830000	1.2721730000	126637190	0	1784479744	3.9983484745	3.9747169018	3.9725239277
18	1311867171.0262739658	0.0615949519	0.0609863908	0.0628964603	0.0087661695	2.5487800000	0.8848690000	0.3969550000	0.0000040000	1.2554040000	0.0069030000	126642032	0	1783607296	3.9982666969	3.9730911255	3.9697606564
19	1311867171.0623519421	0.0607731752	0.0609751689	0.0628964603	0.0091366908	2.5651400000	0.8731100000	0.2945550000	0.1190670000	1.2670960000	0.0068890000	126644282	0	1785237504	3.9973049164	3.9699714184	3.9667077065
20	1311867171.0942349434	0.0605317093	0.0609529959	0.0628964603	0.0090687818	2.5704950000	0.8813250000	0.3954560000	0.0000030000	1.2814050000	0.0068890000	126646436	0	1784242176	3.9973285198	3.9690551758	3.9645607471
21	1311867171.1262509823	0.0605473183	0.0609336779	0.0628964603	0.0089234842	3.9461950000	0.8598540000	0.3533950000	0.1190620000	1.2853950000	1.3239010000	126648654	0	1783476224	3.9978284836	3.9692461491	3.9624114037
22	1311867171.1622469425	0.0602623783	0.0609031643	0.0628964603	0.0088200311	2.4288930000	0.8608590000	0.2594710000	0.0000030000	1.2972980000	0.0068300000	126650904	0	1785085952	3.9997384548	3.9667115211	3.9609074593
23	1311867171.1942689419	0.0591815673	0.0608283123	0.0628964603	0.0090485924	2.6852380000	0.8561120000	0.3904050000	0.1188430000	1.3076350000	0.0068210000	126653058	0	1783951360	4.0015416145	3.9671595097	3.9596407413
24	1311867171.2262530327	0.0610567480	0.0608378304	0.0628964603	0.0090296789	2.5473520000	0.8422880000	0.3905670000	0.0000040000	1.3029720000	0.0069190000	126655276	0	1783078912	4.0051937103	3.9670538902	3.9591417313
25	1311867171.2622439861	0.0604284592	0.0608214556	0.0628964603	0.0090261675	3.9990860000	0.8727040000	0.3651030000	0.1188090000	1.3009030000	1.3370490000	126657526	0	1784864768	4.0063095093	3.9663772583	3.9580330849
