SLAMBench Report run started:	2018-02-19 05:47:09

Properties:
=================

frame-limit: 0
log-file: output//violons_libefusion-cuda_rgbd_dataset_freiburg2_xyz.log
input: datasets/TUM/freiburg2/rgbd_dataset_freiburg2_xyz.slam
load-library: build/lib/libefusion-cuda-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
Depth-intrinsics-parameters: 0.9075,1.212083,0.4825,0.52708
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.8139063,1.085417,0.5079687,0.5202
RGB-intrinsics-parameters: 0.8139063,1.085417,0.5079687,0.5202
confidence: 10
depth: 3
icp: 10
icpErrThresh: 5e-05
covThresh: 1e-05
photoThresh: 115
fernThresh: 0.3095
icpCountThresh: 35000
timeDelta: 200
textureDim: 512
nodeTextureDim: 2048
openLoop: false
reloc: false
fastOdom: false
so3: true
frameToFrameRGB: false
shader-dir: /harddrive/slambench2/benchmarks/efusion/src/cuda/Core/src/Shaders

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	1311867170.4622900486	0.0582520440	0.0582520440	0.0582520440	nan	0.3047990000	96224587	95654128	1758253056	0.0000000000	0.0000000000	0.0000000000
2	1311867170.4941389561	0.0590395965	0.0586458202	0.0590395965	0.0043695630	1.0854490000	106737346	95654128	1758498816	-0.0046297587	-0.0003250803	-0.0017532537
3	1311867170.5264289379	0.0593872108	0.0588929504	0.0593872108	0.0035967954	1.0773730000	106740048	95654128	1760182272	-0.0087010767	-0.0014965255	-0.0033720005
4	1311867170.5623490810	0.0583232008	0.0587505130	0.0593872108	0.0048158044	1.1960940000	106741482	95654128	1761927168	-0.0087041268	-0.0010303888	-0.0057441890
5	1311867170.5942170620	0.0584076978	0.0586819500	0.0593872108	0.0047503333	1.0142660000	106744276	95654128	1763655680	-0.0113976868	-0.0026515401	-0.0070477310
6	1311867170.6260869503	0.0571007952	0.0584184242	0.0593872108	0.0045263473	0.9373760000	106747118	95654128	1765306368	-0.0123161534	-0.0040108599	-0.0096999612
7	1311867170.6621398926	0.0564304069	0.0581344217	0.0593872108	0.0043279576	1.0757890000	106748140	95654128	1766989824	-0.0142994700	-0.0065731280	-0.0112961400
8	1311867170.6942050457	0.0553153642	0.0577820395	0.0593872108	0.0042001668	1.1348540000	106750294	95654128	1768718336	-0.0137486551	-0.0067191049	-0.0138849709
9	1311867170.7263879776	0.0557638295	0.0575577940	0.0593872108	0.0040378525	1.2938190000	106753876	95654128	1770401792	-0.0166832916	-0.0081510656	-0.0149160959
10	1311867170.7620189190	0.0573873818	0.0575407527	0.0593872108	0.0038913842	1.1944910000	106756210	95654128	1772105728	-0.0208571628	-0.0095856255	-0.0154249892
11	1311867170.7941920757	0.0576700196	0.0575525043	0.0593872108	0.0038753654	1.0568190000	106758332	95654128	1773756416	-0.0219789352	-0.0120281586	-0.0167258978
12	1311867170.8262820244	0.0578117184	0.0575741054	0.0593872108	0.0039107512	1.5404930000	106930530	95654128	1775439872	-0.0231595840	-0.0151669020	-0.0187399797
13	1311867170.8622210026	0.0566113368	0.0575000463	0.0593872108	0.0041741095	1.1397240000	106931752	95654128	1777160192	-0.0219171587	-0.0170680452	-0.0219577681
14	1311867170.8943779469	0.0570422001	0.0574673430	0.0593872108	0.0040900781	1.1115400000	106933906	95654128	1778843648	-0.0214157701	-0.0191405229	-0.0241591297
15	1311867170.9263520241	0.0568430685	0.0574257247	0.0593872108	0.0040338778	0.9769760000	106936124	95654128	1780588544	-0.0204151627	-0.0215134434	-0.0269868039
16	1311867170.9621469975	0.0567336865	0.0573824723	0.0593872108	0.0039864537	0.8180310000	106937114	95654128	1782239232	-0.0219652895	-0.0223075058	-0.0304109044
17	1311867170.9942629337	0.0557758622	0.0572879658	0.0593872108	0.0040482889	1.0818720000	106941828	95654128	1784000512	-0.0206563734	-0.0237760637	-0.0341141559
18	1311867171.0262739658	0.0555885695	0.0571935549	0.0593872108	0.0039512163	1.2366440000	106946670	95654128	1785651200	-0.0201262217	-0.0271924157	-0.0363608189
19	1311867171.0623519421	0.0553662516	0.0570973811	0.0593872108	0.0045599777	0.9349700000	106947660	95654128	1784889344	-0.0211413894	-0.0299601126	-0.0391975492
20	1311867171.0942349434	0.0544657297	0.0569657985	0.0593872108	0.0045674032	0.9952480000	107120358	95654128	1784508416	-0.0194505081	-0.0302127115	-0.0421793126
21	1311867171.1262509823	0.0545005761	0.0568484070	0.0593872108	0.0044684692	0.9527990000	107122576	95654128	1784000512	-0.0215338506	-0.0326050706	-0.0440473929
22	1311867171.1622469425	0.0549981445	0.0567643041	0.0593872108	0.0048484479	1.0948310000	107123534	95654128	1783619584	-0.0203466564	-0.0316030905	-0.0455996394
