SLAMBench Report run started:	2018-02-18 08:58:14

Properties:
=================

frame-limit: 0
log-file: output//violons_libkfusion-cpp_living_room_traj2_loop.log
input: datasets/ICL_NUIM/living_room_traj2_loop.slam
load-library: build/lib/libkfusion-cpp-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
1	0.0000000000	0.0000002980	0.0000002980	0.0000002980	nan	3.4492590000	1.2784360000	0.0661550000	0.1514530000	0.0000100000	1.9527320000	105973239	0	1771278336	4.0000000000	4.0000000000	4.0000000000
2	0.0400000000	0.0010032422	0.0005017701	0.0010032422	0.0033378715	1.5413300000	1.3324150000	0.0528170000	0.1477560000	0.0000030000	0.0081190000	108230300	0	1770143744	4.0000000000	4.0000000000	4.0000000000
3	0.0800000000	0.0055015511	0.0021683638	0.0055015511	0.0047728951	1.4799290000	1.2732370000	0.0514740000	0.1467370000	0.0000020000	0.0082510000	108232298	0	1771667456	4.0000000000	4.0000000000	4.0000000000
4	0.1200000000	0.0036504185	0.0025388775	0.0055015511	0.0040723570	3.4127410000	1.2737150000	0.0525090000	0.1516660000	1.9265590000	0.0081480000	108234300	0	1780428800	4.0000000000	4.0000000000	4.0000000000
5	0.1600000000	0.0021276572	0.0024566334	0.0055015511	0.0048988422	5.5507210000	1.2678400000	0.3105270000	0.1469760000	1.8999510000	1.9252610000	108236294	0	1782706176	3.9957129955	4.0020360947	4.0009112358
6	0.2000000000	0.0021158110	0.0023998297	0.0055015511	0.0043899979	3.4471590000	1.3046430000	0.2280610000	0.0000020000	1.9060730000	0.0082110000	108238624	0	1784348672	3.9965538979	4.0017571449	4.0000624657
7	0.2400000000	0.0020491821	0.0023497372	0.0055015511	0.0040164879	3.5459980000	1.2671630000	0.2190850000	0.1470800000	1.9041530000	0.0083480000	108240298	0	1786126336	3.9963860512	4.0014791489	4.0003576279
8	0.2800000000	0.0021295445	0.0023222131	0.0055015511	0.0037228078	3.4112400000	1.2626810000	0.2295270000	0.0000030000	1.9106610000	0.0082030000	108241972	0	1787777024	3.9949586391	4.0019369125	4.0002703667
9	0.3200000000	0.0021676212	0.0023050362	0.0055015511	0.0035287651	5.4599250000	1.2623370000	0.2183710000	0.1469730000	1.9041360000	1.9279150000	108244286	0	1784483840	3.9930224419	4.0012898445	4.0003123283
10	0.3600000000	0.0022070820	0.0022952408	0.0055015511	0.0033890221	3.3911190000	1.2617860000	0.2183150000	0.0000030000	1.9026400000	0.0081970000	108247272	0	1785880576	3.9929070473	4.0026335716	4.0009012222
